   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:31 - 17.10.06 11:32
                                                                                 
 Ring :   1.2 GeV   300.1 mA -  300.7 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.64048 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.29811  12.29839    0.0034  27006279  20744849      -548
  12.29769  12.29799    0.0034  27012179  20727549      -281
  12.29728  12.29758    0.0034  27013479  20734949      -548
  12.29686  12.29716    0.0034  27011079  20724049      -548
  12.29644  12.29672    0.0034  26999379  20724549       252
  12.29603  12.29629    0.0034  26997779  20718449     -1081
  12.29561  12.29585    0.0034  27008479  20714149       -14
  12.29519  12.29543    0.0034  26998279  20711249     -1081
  12.29478  12.29502    0.0034  26999679  20713349       252
  12.29436  12.29461    0.0034  26993479  20709149     -1081
  12.29394  12.29420    0.0034  26987079  20702749      -281
  12.29353  12.29378    0.0034  26996479  20702949      -548
  12.29311  12.29337    0.0034  26982879  20694449      -548
  12.29269  12.29296    0.0034  26997279  20690449      -814
  12.29228  12.29255    0.0034  26995379  20687749     -1079
  12.29186  12.29214    0.0034  26990879  20674149      -548
  12.29144  12.29172    0.0034  26985279  20683249     -1348
  12.29103  12.29129    0.0034  26976979  20684349       -14
  12.29061  12.29086    0.0034  26973279  20672049     -1348
  12.29019  12.29043    0.0034  26979679  20667249      -548
  12.28978  12.29000    0.0034  26971079  20661649     -1081
  12.28936  12.28958    0.0034  26970579  20667749      -814
  12.28894  12.28918    0.0034  26967879  20663749     -1081
  12.28853  12.28879    0.0034  26961479  20656349     -1348
  12.28811  12.28839    0.0034  26969479  20647749      -281
  12.28769  12.28799    0.0034  26962579  20637349     -1348
  12.28728  12.28758    0.0034  26965479  20652349      -281
  12.28686  12.28716    0.0034  26958879  20639549     -1614
  12.28644  12.28673    0.0034  26945279  20633349       -14
  12.28603  12.28629    0.0034  26945779  20647249     -1081
  12.28561  12.28586    0.0034  26947679  20649049      -546
  12.28519  12.28544    0.0034  26958079  20634149      -548
  12.28478  12.28502    0.0034  26950879  20644349      -814
  12.28436  12.28461    0.0034  26933779  20629349      -281
  12.28394  12.28420    0.0034  26948179  20633949     -1081
  12.28353  12.28378    0.0034  26948679  20621149       -14
  12.28311  12.28337    0.0034  26948179  20623749     -1081
  12.28269  12.28296    0.0034  26932479  20615749       252
  12.28228  12.28255    0.0034  26921779  20616049     -1081
  12.28186  12.28213    0.0034  26937279  20617949       252
  12.28144  12.28171    0.0034  26936479  20627749      -814
  12.28103  12.28129    0.0034  26928979  20608349      -281
  12.28061  12.28085    0.0034  26910079  20602449      -281
  12.28019  12.28042    0.0034  26914279  20602449      -814
  12.27978  12.27998    0.0034  26920479  20609349       -14
  12.27936  12.27957    0.0034  26926579  20597649      -814
  12.27894  12.27917    0.0034  26913979  20598649       254
  12.27853  12.27877    0.0034  26901479  20589649      -814
  12.27811  12.27838    0.0034  26898279  20589649       -14
  12.27769  12.27798    0.0034  26894879  20592849      -814
  12.27728  12.27757    0.0034  26902879  20586449      -281
  12.27686  12.27714    0.0034  26881779  20578449      -548
  12.27644  12.27671    0.0034  26880179  20580549      -548
  12.27603  12.27628    0.0034  26879879  20577149       -14
  12.27561  12.27584    0.0034  26874879  20575549     -1081
  12.27519  12.27542    0.0034  26851679  20558449       -14
  12.27478  12.27501    0.0034  26834279  20542949      -814
  12.27436  12.27460    0.0034  26786279  20522149       252
  12.27394  12.27418    0.0034  26738579  20478449     -1081
  12.27353  12.27377    0.0034  26609279  20390949      -281
  12.27311  12.27336    0.0034  26456479  20269649      -548
  12.27269  12.27295    0.0034  26309279  20163749      -548
  12.27228  12.27254    0.0034  26252679  20126949      -548
  12.27186  12.27212    0.0034  26314379  20187349      -813
  12.27144  12.27171    0.0034  26430879  20278149      -281
  12.27103  12.27128    0.0034  26575679  20407749     -1081
  12.27061  12.27084    0.0034  26721479  20521949       -14
  12.27019  12.27041    0.0034  26822579  20606149     -1348
  12.26978  12.26998    0.0034  26865479  20656549      -281
  12.26936  12.26956    0.0034  26887379  20672049     -1081
  12.26894  12.26916    0.0034  26879079  20681649      -281
  12.26853  12.26877    0.0034  26879679  20706949     -1081
  12.26811  12.26837    0.0034  26879079  20716049      -814
  12.26769  12.26797    0.0034  26869279  20728849      -548
  12.26728  12.26756    0.0034  26867879  20737149     -1081
  12.26686  12.26714    0.0034  26869479  20740549       -14
  12.26644  12.26671    0.0034  26867379  20767549     -1614
  12.26603  12.26627    0.0034  26880679  20782449       252
  12.26561  12.26584    0.0034  26867879  20797649     -1081
  12.26519  12.26542    0.0034  26861779  20806949      -279
  12.26478  12.26501    0.0034  26852479  20821949      -814
  12.26436  12.26460    0.0034  26860179  20836049      -548
  12.26394  12.26419    0.0034  26857779  20851549      -548
  12.26353  12.26377    0.0034  26848679  20860849      -814
  12.26311  12.26336    0.0034  26840179  20881649      -281
  12.26269  12.26295    0.0034  26847379  20899749     -1348
  12.26228  12.26254    0.0034  26853779  20918949       -14
  12.26186  12.26213    0.0034  26842079  20939549     -1348
  12.26144  12.26171    0.0034  26840479  20945349       -14
  12.26103  12.26128    0.0034  26834279  20970149     -1348
  12.26061  12.26085    0.0034  26838079  20984349      -548
  12.26019  12.26041    0.0034  26836679  20995749      -548
  12.25978  12.25998    0.0034  26833779  21006949      -814
  12.25936  12.25956    0.0034  26828479  21020849      -814
  12.25894  12.25916    0.0034  26819079  21036549     -1081
  12.25853  12.25876    0.0034  26824379  21066449       -12
  12.25811  12.25837    0.0034  26827879  21075749     -1614
  12.25769  12.25797    0.0034  26816979  21098449       -14
  12.25728  12.25756    0.0034  26801479  21119549     -1348
  12.25686  12.25713    0.0034  26805479  21131549      -281
  12.25644  12.25670    0.0034  26816479  21150149     -1081
  12.25603  12.25626    0.0034  26823879  21170949      -548
  12.25561  12.25583    0.0034  26808479  21184349     -1081
  12.25519  12.25541    0.0034  26796479  21202749     -1081
  12.25478  12.25499    0.0034  26801279  21222449      -281
  12.25436  12.25458    0.0034  26813479  21241649     -1348
  12.25394  12.25417    0.0034  26800679  21258449       -14
  12.25353  12.25376    0.0034  26795079  21277149     -1348
  12.25311  12.25334    0.0034  26791679  21293949      -281
  12.25269  12.25293    0.0034  26788179  21315549     -1081
  12.25228  12.25252    0.0034  26806879  21329349      -281
  12.25186  12.25211    0.0034  26811879  21355349     -1079
  12.25144  12.25168    0.0034  26792979  21365649      -548
  12.25103  12.25126    0.0034  26774079  21385149      -281
  12.25061  12.25082    0.0034  26790079  21400849      -814
  12.25019  12.25038    0.0034  26781479  21429649      -281
  12.24978  12.24995    0.0034  26781479  21428849     -1081
  12.24936  12.24954    0.0034  26756679  21439549       252
  12.24894  12.24914    0.0034  26768179  21463249     -1081
  12.24853  12.24875    0.0034  26777479  21482449       -14
  12.24811  12.24835    0.0034  26773279  21504549      -548
  12.24769  12.24795    0.0034  26771879  21507749       -14
  12.24728  12.24754    0.0034  26748679  21529649      -281
  12.24686  12.24711    0.0034  26754879  21544349      -814
  12.24644  12.24668    0.0034  26769779  21562949       -14
  12.24603  12.24625    0.0034  26764179  21572349     -1081
  12.24561  12.24581    0.0034  26741779  21581149       786
  12.24519  12.24539    0.0034  26737479  21587649     -1079
  12.24478  12.24498    0.0034  26739079  21603249       252
  12.24436  12.24457    0.0034  26748679  21616049      -814
  12.24394  12.24416    0.0034  26739679  21640049       -14
  12.24353  12.24375    0.0034  26743079  21633649      -548
  12.24311  12.24333    0.0034  26725479  21651249      -548
  12.24269  12.24292    0.0034  26746079  21670149      -281
  12.24228  12.24251    0.0034  26748979  21674949      -814
  12.24186  12.24210    0.0034  26742579  21687549       -14
  12.24144  12.24168    0.0034  26716979  21685949     -1081
  12.24103  12.24125    0.0034  26731379  21687249       252
  12.24061  12.24081    0.0034  26720179  21702949     -1081
  12.24019  12.24038    0.0034  26702579  21705649       -14
  12.23978  12.23995    0.0034  26682579  21683549      -814
  12.23936  12.23953    0.0034  26677779  21685349      -814
  12.23894  12.23913    0.0034  26676179  21688049      -548
  12.23853  12.23874    0.0034  26667279  21701849     -1079
  12.23811  12.23835    0.0034  26635379  21669149      -281
  12.23769  12.23794    0.0034  26623679  21664349     -1081
  12.23728  12.23754    0.0034  26618279  21667749       -14
  12.23686  12.23711    0.0034  26620479  21674749     -1348
  12.23644  12.23668    0.0034  26611679  21677649      -281
  12.23603  12.23625    0.0034  26603379  21680349      -814
  12.23561  12.23582    0.0034  26602579  21666949      -281
  12.23519  12.23539    0.0034  26590579  21681349     -1081
  12.23478  12.23498    0.0034  26604679  21692549      -814
  12.23436  12.23457    0.0034  26601279  21698449      -281
  12.23394  12.23416    0.0034  26590279  21690149     -1081
  12.23353  12.23375    0.0034  26599879  21692849       -14
  12.23311  12.23333    0.0034  26617279  21702449     -1081
  12.23269  12.23292    0.0034  26615079  21727249       -14
  12.23228  12.23251    0.0034  26615079  21723749     -1081
  12.23186  12.23210    0.0034  26625179  21734949      -279
  12.23144  12.23168    0.0034  26627879  21749649      -814
  12.23103  12.23125    0.0034  26625779  21755249      -548
  12.23061  12.23082    0.0034  26636179  21769949      -281
  12.23019  12.23038    0.0034  26634279  21781349      -814
  12.22978  12.22995    0.0034  26658579  21794449       -14
  12.22936  12.22953    0.0034  26658279  21821349     -1081
  12.22894  12.22913    0.0034  26669479  21830149       252
  12.22853  12.22873    0.0034  26668179  21841649     -1348
  12.22811  12.22834    0.0034  26659079  21849949       -14
  12.22769  12.22794    0.0034  26672479  21849649      -814
  12.22728  12.22753    0.0034  26663379  21860549      -281
  12.22686  12.22710    0.0034  26667379  21886149      -548
  12.22644  12.22667    0.0034  26658079  21885349      -814
  12.22603  12.22623    0.0034  26650279  21893949       -14
  12.22561  12.22580    0.0034  26646079  21904049     -1081
  12.22519  12.22538    0.0034  26659679  21917949       -14
  12.22478  12.22497    0.0034  26649379  21936849     -1346
  12.22436  12.22455    0.0034  26646579  21929949       -14
  12.22394  12.22414    0.0034  26651079  21949149     -1081
  12.22353  12.22373    0.0034  26650579  21960049      -548
  12.22311  12.22332    0.0034  26638579  21975749      -814
  12.22269  12.22290    0.0034  26642279  21989149      -814
  12.22228  12.22249    0.0034  26630879  22010149      -548
  12.22186  12.22208    0.0034  26632179  22022949     -1081
  12.22144  12.22166    0.0034  26638079  22045649      -281
  12.22103  12.22123    0.0034  26638079  22061649     -1348
  12.22061  12.22080    0.0034  26638079  22068349       252
  12.22019  12.22036    0.0034  26637779  22077149     -1348
  12.21978  12.21993    0.0034  26633479  22097149      -281
  12.21936  12.21952    0.0034  26635679  22112549      -814
  12.21894  12.21911    0.0034  26644179  22134949      -548
  12.21853  12.21872    0.0034  26624479  22147749      -548
  12.21811  12.21833    0.0034  26633379  22164049      -546
  12.21769  12.21793    0.0034  26624179  22176349      -281
  12.21728  12.21752    0.0034  26624979  22182449     -1081
  12.21686  12.21709    0.0034  26623679  22199249       252
  12.21644  12.21667    0.0034  26626079  22233649     -1348
  12.21603  12.21623    0.0034  26618079  22230949       519
  12.21561  12.21580    0.0034  26608979  22244549      -814
  12.21519  12.21538    0.0034  26604679  22266149       252
  12.21478  12.21496    0.0034  26616679  22283749      -548
  12.21436  12.21456    0.0034  26603679  22293149      -281
  12.21394  12.21415    0.0034  26602079  22303249       -14
  12.21353  12.21373    0.0034  26603679  22317149      -814
  12.21311  12.21332    0.0034  26622279  22334749       252
  12.21269  12.21291    0.0034  26611079  22337649      -814
  12.21228  12.21250    0.0034  26603079  22342949       252
  12.21186  12.21209    0.0034  26600179  22353949      -814
  12.21144  12.21167    0.0034  26613379  22369449       254
  12.21103  12.21124    0.0034  26598279  22371249      -548
  12.21061  12.21080    0.0034  26602879  22376849      -281
  12.21019  12.21036    0.0034  26585479  22380349      -548
  12.20978  12.20993    0.0034  26588479  22380549      -814
  12.20936  12.20952    0.0034  26591679  22389649      -281
  12.20894  12.20912    0.0034  26593479  22401649     -1081
  12.20853  12.20873    0.0034  26580979  22392549       -14
  12.20811  12.20833    0.0034  26590579  22384849     -1348
  12.20769  12.20793    0.0034  26586079  22389149       252
  12.20728  12.20752    0.0034  26584179  22391549     -1348
  12.20686  12.20709    0.0034  26583379  22394449      -281
  12.20644  12.20666    0.0034  26579679  22393149      -814
  12.20603  12.20623    0.0034  26563679  22391549      -548
  12.20561  12.20580    0.0034  26579379  22405949      -548
  12.20519  12.20537    0.0034  26581479  22391549     -1081
  12.20478  12.20496    0.0034  26580879  22399049       -12
  12.20436  12.20455    0.0034  26577279  22380049     -1081
  12.20394  12.20413    0.0034  26582579  22388549      -281
  12.20353  12.20372    0.0034  26574079  22387749     -1348
  12.20311  12.20331    0.0034  26585479  22385149      -281
  12.20269  12.20290    0.0034  26572479  22381949     -1348
  12.20228  12.20249    0.0034  26571379  22382749      -548
  12.20186  12.20207    0.0034  26578079  22376849      -281
  12.20144  12.20165    0.0034  26581279  22385349      -814
  12.20103  12.20122    0.0034  26567679  22385949      -281
  12.20061  12.20078    0.0034  26557779  22377149     -1081
  12.20019  12.20034    0.0034  26567079  22376849       -14
  12.19978  12.19991    0.0034  26558279  22382749     -1348
  12.19936  12.19950    0.0034  26560179  22384849      -281
  12.19894  12.19909    0.0034  26563679  22381349     -1081
  12.19853  12.19870    0.0034  26553279  22378449      -281
  12.19811  12.19831    0.0034  26561379  22393249      -813
  12.19769  12.19790    0.0034  26558079  22387249      -281
  12.19728  12.19749    0.0034  26564179  22380849      -548
  12.19686  12.19706    0.0034  26552179  22379249     -1081
  12.19644  12.19663    0.0034  26551679  22391549       -14
  12.19603  12.19619    0.0034  26548979  22384349     -1081
  12.19561  12.19576    0.0034  26552179  22390949       -14
  12.19519  12.19534    0.0034  26546579  22389949     -1614
  12.19478  12.19492    0.0034  26551879  22397949       -14
  12.19436  12.19451    0.0034  26552679  22381649     -1348
  12.19394  12.19410    0.0034  26546879  22400349      -548
  12.19353  12.19368    0.0034  26550879  22390149      -548
  12.19311  12.19327    0.0034  26554079  22388049     -1081
  12.19269  12.19287    0.0034  26527879  22393149      -548
  12.19228  12.19246    0.0034  26560179  22388849     -1081
  12.19186  12.19204    0.0034  26550279  22398149      -281
  12.19144  12.19162    0.0034  26554179  22404649     -1346
  12.19103  12.19119    0.0034  26547679  22382949      -548
  12.19061  12.19075    0.0034  26543379  22390949     -1081
  12.19019  12.19032    0.0034  26540479  22389949      -548
  12.18978  12.18989    0.0034  26539379  22394949     -1081
  12.18936  12.18948    0.0034  26545479  22391249      -814
  12.18894  12.18908    0.0034  26540179  22393649      -814
  12.18853  12.18868    0.0034  26533279  22390149     -1081
  12.18811  12.18829    0.0034  26518879  22380049       -14
  12.18769  12.18789    0.0034  26525279  22380049     -1614
  12.18728  12.18747    0.0034  26533279  22376049       -14
  12.18686  12.18705    0.0034  26534079  22377149     -1081
  12.18644  12.18662    0.0034  26533279  22372049      -281
  12.18603  12.18618    0.0034  26523379  22378449      -814
  12.18561  12.18575    0.0034  26519379  22375249      -281
  12.18519  12.18533    0.0034  26523379  22376849      -281
  12.18478  12.18492    0.0034  26536279  22379849      -813
  12.18436  12.18451    0.0034  26511879  22364849      -281
  12.18394  12.18409    0.0034  26510879  22373349      -548
  12.18353  12.18368    0.0034  26519079  22368549       252
  12.18311  12.18327    0.0034  26513279  22369949     -1081
  12.18269  12.18286    0.0034  26508479  22369949       252
  12.18228  12.18245    0.0034  26509779  22350949      -814
  12.18186  12.18204    0.0034  26508179  22347549       -14
  12.18144  12.18162    0.0034  26506879  22359749      -281
  12.18103  12.18119    0.0034  26502579  22353149      -548
  12.18061  12.18075    0.0034  26504979  22351249       252
  12.18019  12.18032    0.0034  26508679  22350449      -814
  12.17978  12.17989    0.0034  26507679  22372349       252
  12.17936  12.17948    0.0034  26504479  22362449     -1081
  12.17894  12.17908    0.0034  26500479  22348349       519
  12.17853  12.17869    0.0034  26483679  22346149     -1081
  12.17811  12.17829    0.0034  26503779  22358549       -12
  12.17769  12.17790    0.0034  26500479  22357649      -814
  12.17728  12.17748    0.0034  26501279  22344549       -14
  12.17686  12.17706    0.0034  26472479  22329649      -548
  12.17644  12.17662    0.0034  26490279  22333149      -814
  12.17603  12.17619    0.0034  26488679  22332349       -14
  12.17561  12.17575    0.0034  26495079  22336549     -1081
  12.17519  12.17533    0.0034  26466879  22333949       -14
  12.17478  12.17492    0.0034  26468179  22323249     -1348
  12.17436  12.17451    0.0034  26479379  22329649       -14
  12.17394  12.17409    0.0034  26470279  22326949     -1081
  12.17353  12.17368    0.0034  26479879  22329349      -281
  12.17311  12.17327    0.0034  26466279  22329649      -814
  12.17269  12.17286    0.0034  26455679  22313349      -548
  12.17228  12.17244    0.0034  26462279  22325649      -281
  12.17186  12.17203    0.0034  26476479  22328049     -1348
  12.17144  12.17160    0.0034  26456179  22330149       -14
  12.17103  12.17117    0.0034  26462179  22321249     -1346
  12.17061  12.17073    0.0034  26452179  22317149       -14
  12.17019  12.17029    0.0034  26459079  22318749     -1348
  12.16978  12.16987    0.0034  26470279  22322449       -14
  12.16936  12.16946    0.0034  26464679  22312549      -548
  12.16894  12.16906    0.0034  26448479  22298449      -548
  12.16853  12.16866    0.0034  26446279  22304349      -548
  12.16811  12.16826    0.0034  26447079  22319749      -814
  12.16769  12.16786    0.0034  26448179  22308349       -14
  12.16728  12.16745    0.0034  26435679  22294949     -1081
  12.16686  12.16702    0.0034  26437779  22297149      -281
  12.16644  12.16658    0.0034  26438279  22305949     -1081
  12.16603  12.16615    0.0034  26442879  22304549       -14
  12.16561  12.16572    0.0034  26439379  22293949      -814
  12.16519  12.16530    0.0034  26430079  22286149      -548
  12.16478  12.16489    0.0034  26427079  22287749      -814
  12.16436  12.16447    0.0034  26434979  22305249      -546
  12.16394  12.16406    0.0034  26431679  22289149      -548
  12.16353  12.16365    0.0034  26423679  22289149     -1081
  12.16311  12.16324    0.0034  26434879  22292049       -14
  12.16269  12.16282    0.0034  26416679  22290749     -1348
  12.16228  12.16241    0.0034  26432479  22289149       -14
  12.16186  12.16200    0.0034  26413279  22285149     -1348
  12.16144  12.16157    0.0034  26408479  22277649      -281
  12.16103  12.16115    0.0034  26417479  22285149      -814
  12.16061  12.16071    0.0034  26413479  22291249      -814
  12.16019  12.16027    0.0034  26416479  22284349      -548
  12.15978  12.15984    0.0034  26411679  22289649     -1081
  12.15936  12.15943    0.0034  26407379  22283749      -281
  12.15894  12.15903    0.0034  26409779  22294449     -1348
  12.15853  12.15864    0.0034  26403379  22288849      -281
  12.15811  12.15824    0.0034  26412179  22281149     -1348
  12.15769  12.15784    0.0034  26410679  22288949      -279
  12.15728  12.15742    0.0034  26397279  22284549     -1348
  12.15686  12.15699    0.0034  26396479  22275749      -281
  12.15644  12.15656    0.0034  26394579  22289149      -814
  12.15603  12.15612    0.0034  26388979  22273349      -814
  12.15561  12.15570    0.0034  26378279  22296049       -14
  12.15519  12.15528    0.0034  26395879  22281649     -1081
  12.15478  12.15486    0.0034  26380979  22280049       -14
  12.15436  12.15446    0.0034  26391879  22290749     -1348
  12.15394  12.15404    0.0034  26382879  22287249       -14
  12.15353  12.15363    0.0034  26378579  22277349      -814
  12.15311  12.15322    0.0034  26382279  22288349       -14
  12.15269  12.15281    0.0034  26366579  22286449      -814
  12.15228  12.15240    0.0034  26373479  22292849      -548
  12.15186  12.15199    0.0034  26368979  22291749       -14
  12.15144  12.15157    0.0034  26358579  22293149      -814
  12.15103  12.15114    0.0034  26371179  22307349       254
  12.15061  12.15070    0.0034  26371679  22293649     -1081
  12.15019  12.15027    0.0034  26379379  22299749       519
  12.14978  12.14984    0.0034  26370879  22296349     -1081
  12.14936  12.14943    0.0034  26353479  22298449       252
  12.14894  12.14903    0.0034  26351679  22303749      -548
  12.14853  12.14864    0.0034  26360179  22308849      -281
  12.14811  12.14824    0.0034  26353279  22316349      -281
  12.14769  12.14784    0.0034  26359679  22311749      -548
  12.14728  12.14742    0.0034  26345479  22300349       -14
  12.14686  12.14699    0.0034  26353479  22310149      -548
  12.14644  12.14656    0.0034  26359679  22318749       519
  12.14603  12.14612    0.0034  26342579  22317949     -1081
  12.14561  12.14570    0.0034  26340679  22310149       252
  12.14519  12.14527    0.0034  26342279  22300049     -1081
  12.14478  12.14486    0.0034  26343379  22303249       252
  12.14436  12.14445    0.0034  26347479  22335049      -546
  12.14394  12.14403    0.0034  26346879  22319249      -281
  12.14353  12.14362    0.0034  26325479  22317649      -548
  12.14311  12.14321    0.0034  26327879  22316849      -548
  12.14269  12.14280    0.0034  26343879  22334149      -281
  12.14228  12.14239    0.0034  26342879  22326749     -1081
  12.14186  12.14197    0.0034  26324979  22335549       252
  12.14144  12.14155    0.0034  26334579  22324049     -1348
  12.14103  12.14111    0.0034  26320679  22334949       252
  12.14061  12.14068    0.0034  26321479  22353949     -1348
  12.14019  12.14024    0.0034  26334879  22356349      -281
  12.13978  12.13981    0.0034  26311079  22348349      -814
  12.13936  12.13940    0.0034  26322279  22352349      -548
  12.13894  12.13901    0.0034  26319679  22368349      -548
  12.13853  12.13861    0.0034  26323079  22366449     -1081
  12.13811  12.13822    0.0034  26314879  22371549       -14
  12.13769  12.13781    0.0034  26307979  22370849     -1346
  12.13728  12.13739    0.0034  26316179  22369949       -14
  12.13686  12.13696    0.0034  26299879  22389649     -1081
  12.13644  12.13653    0.0034  26311879  22400349      -281
  12.13603  12.13609    0.0034  26290279  22390749      -814
  12.13561  12.13566    0.0034  26285479  22399749      -548
  12.13519  12.13525    0.0034  26287879  22410149      -548
  12.13478  12.13483    0.0034  26295679  22425349      -814
  12.13436  12.13442    0.0034  26288979  22418449      -548
  12.13394  12.13401    0.0034  26284679  22426449     -1081
  12.13353  12.13359    0.0034  26277279  22426949       -14
  12.13311  12.13318    0.0034  26293279  22437649     -1081
  12.13269  12.13277    0.0034  26273279  22450149       -14
  12.13228  12.13236    0.0034  26271679  22450149     -1081
  12.13186  12.13194    0.0034  26280479  22455549      -814
  12.13144  12.13152    0.0034  26278579  22468349      -814
  12.13103  12.13109    0.0034  26284779  22486349      -813
  12.13061  12.13065    0.0034  26281279  22495549      -548
  12.13019  12.13022    0.0034  26272679  22493649     -1081
  12.12978  12.12980    0.0034  26267079  22504349      -281
  12.12936  12.12938    0.0034  26254879  22508349     -1348
  12.12894  12.12899    0.0034  26264679  22528349       252
  12.12853  12.12859    0.0034  26261779  22527549     -1348
  12.12811  12.12820    0.0034  26256179  22541349      -548
  12.12769  12.12780    0.0034  26258079  22546149     -1081
  12.12728  12.12738    0.0034  26266879  22553949      -548
  12.12686  12.12695    0.0034  26250879  22573949      -814
  12.12644  12.12651    0.0034  26247879  22589149     -1081
  12.12603  12.12608    0.0034  26242579  22592349      -281
  12.12561  12.12565    0.0034  26234279  22595249     -1348
  12.12519  12.12524    0.0034  26236479  22620849       -14
  12.12478  12.12482    0.0034  26241279  22623249     -1614
  12.12436  12.12441    0.0034  26247179  22642849       -12
  12.12394  12.12400    0.0034  26230579  22637649     -1081
  12.12353  12.12359    0.0034  26223679  22649349      -548
  12.12311  12.12318    0.0034  26222879  22661949     -1081
  12.12269  12.12277    0.0034  26220479  22681949      -814
  12.12228  12.12236    0.0034  26226879  22681349      -281
  12.12186  12.12194    0.0034  26210079  22701149     -1081
  12.12144  12.12152    0.0034  26211879  22701649       -14
  12.12103  12.12108    0.0034  26220979  22723549     -1081
  12.12061  12.12064    0.0034  26230279  22743549       -14
  12.12019  12.12021    0.0034  26201779  22751249     -1081
  12.11978  12.11979    0.0034  26208479  22750449       -14
  12.11936  12.11938    0.0034  26206579  22768849      -814
  12.11894  12.11898    0.0034  26199679  22769149      -281
  12.11853  12.11859    0.0034  26215079  22792849      -548
  12.11811  12.11819    0.0034  26190579  22799749      -548
  12.11769  12.11778    0.0034  26187379  22813349       -14
  12.11728  12.11736    0.0034  26191679  22828549     -1079
  12.11686  12.11693    0.0034  26196179  22837149       252
  12.11644  12.11650    0.0034  26195379  22840849     -1081
  12.11603  12.11606    0.0034  26180179  22853149       -14
  12.11561  12.11564    0.0034  26183879  22862749      -548
  12.11519  12.11522    0.0034  26185479  22878149      -281
  12.11478  12.11481    0.0034  26195379  22899549      -814
  12.11436  12.11439    0.0034  26188679  22893949      -548
  12.11394  12.11398    0.0034  26173279  22910149      -281
  12.11353  12.11357    0.0034  26183379  22908549      -814
  12.11311  12.11315    0.0034  26177479  22929149       252
  12.11269  12.11274    0.0034  26184679  22935749     -1348
  12.11228  12.11233    0.0034  26172979  22942449       -14
  12.11186  12.11192    0.0034  26166879  22944049      -814
  12.11144  12.11149    0.0034  26173479  22962949       -14
  12.11103  12.11106    0.0034  26180679  22973649      -814
  12.11061  12.11063    0.0034  26180279  22998949      -813
  12.11019  12.11019    0.0034  26152179  22968549      -281
  12.10978  12.10977    0.0034  26164979  22997349      -814
  12.10936  12.10936    0.0034  26165279  22999749      -281
  12.10894  12.10896    0.0034  26160179  23014949     -1081
  12.10853  12.10857    0.0034  26154079  23022449       252
  12.10811  12.10817    0.0034  26151379  23013149     -1081
  12.10769  12.10776    0.0034  26151079  23025949       -14
  12.10728  12.10735    0.0034  26164979  23044849      -814
  12.10686  12.10692    0.0034  26157779  23047549      -281
  12.10644  12.10649    0.0034  26142879  23044349      -548
  12.10603  12.10605    0.0034  26147079  23040049      -814
  12.10561  12.10563    0.0034  26146879  23066949      -281
  12.10519  12.10521    0.0034  26151079  23068049     -1081
  12.10478  12.10480    0.0034  26140479  23071249       -14
  12.10436  12.10439    0.0034  26138879  23068549     -1348
  12.10394  12.10398    0.0034  26139379  23076349       -12
  12.10353  12.10356    0.0034  26148679  23080349     -1081
  12.10311  12.10315    0.0034  26150079  23082949      -548
  12.10269  12.10274    0.0034  26148179  23083249      -548
  12.10228  12.10234    0.0034  26135079  23099749      -814
  12.10186  12.10192    0.0034  26145779  23109349      -548
  12.10144  12.10150    0.0034  26148179  23112349     -1081
  12.10103  12.10106    0.0034  26135079  23109949       -14
  12.10061  12.10063    0.0034  26136179  23114949     -1348
  12.10019  12.10020    0.0034  26127079  23122749       252
  12.09978  12.09977    0.0034  26134579  23117649     -1348
  12.09936  12.09937    0.0034  26133279  23131549      -281
  12.09894  12.09897    0.0034  26127379  23129949     -1081
  12.09853  12.09857    0.0034  26123079  23122449      -548
  12.09811  12.09818    0.0034  26115679  23133649      -814
  12.09769  12.09777    0.0034  26127079  23138749     -1081
  12.09728  12.09735    0.0034  26127379  23155849      -546
  12.09686  12.09693    0.0034  26108679  23143249     -1348
  12.09644  12.09649    0.0034  26112979  23147249       -14
  12.09603  12.09606    0.0034  26110579  23146149     -1614
  12.09561  12.09563    0.0034  26120179  23156349       -14
  12.09519  12.09522    0.0034  26118579  23176549     -1348
  12.09478  12.09481    0.0034  26103879  23168549      -548
  12.09436  12.09440    0.0034  26104479  23170749      -814
  12.09394  12.09398    0.0034  26118579  23179749      -814
  12.09353  12.09357    0.0034  26091879  23167749      -548
  12.09311  12.09316    0.0034  26082279  23166449     -1348
  12.09269  12.09275    0.0034  26065779  23139249      -281
  12.09228  12.09234    0.0034  26041779  23131549     -1614
  12.09186  12.09193    0.0034  26006079  23110949       252
  12.09144  12.09150    0.0034  26001479  23116349     -1081
  12.09103  12.09107    0.0034  26006079  23119549      -281
  12.09061  12.09064    0.0034  26041279  23154249      -813
  12.09019  12.09020    0.0034  26064179  23174149       -14
  12.08978  12.08978    0.0034  26080979  23192849      -814
  12.08936  12.08937    0.0034  26086079  23208549      -548
