   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:31 - 17.10.06 11:32
                                                                                 
 Ring :   1.2 GeV   300.1 mA -  300.7 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.64048 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.08894  12.08897    0.0034  26099879  23229349       252
  12.08853  12.08858    0.0034  26092179  23241349      -548
  12.08811  12.08818    0.0034  26089279  23239249       -14
  12.08769  12.08777    0.0034  26104979  23242449     -1081
  12.08728  12.08736    0.0034  26103079  23249649       -14
  12.08686  12.08693    0.0034  26101479  23266449      -814
  12.08644  12.08650    0.0034  26099879  23269149       -14
  12.08603  12.08606    0.0034  26085479  23269149      -548
  12.08561  12.08563    0.0034  26098879  23278149      -548
  12.08519  12.08522    0.0034  26096179  23285949      -281
  12.08478  12.08481    0.0034  26099679  23297949      -814
  12.08436  12.08440    0.0034  26073779  23291749       252
  12.08394  12.08399    0.0034  26090379  23310049     -1346
  12.08353  12.08357    0.0034  26087079  23306949       252
  12.08311  12.08316    0.0034  26082079  23332549     -1348
  12.08269  12.08275    0.0034  26084179  23329649       -14
  12.08228  12.08234    0.0034  26088679  23333949     -1081
  12.08186  12.08193    0.0034  26080479  23346949       -14
  12.08144  12.08151    0.0034  26086879  23347549      -548
  12.08103  12.08107    0.0034  26084979  23354149      -814
  12.08061  12.08064    0.0034  26074079  23351549       252
  12.08019  12.08021    0.0034  26089479  23355549     -1081
  12.07978  12.07978    0.0034  26086579  23376849       252
  12.07936  12.07938    0.0034  26084179  23385149     -1348
  12.07894  12.07898    0.0034  26070579  23392349       252
  12.07853  12.07858    0.0034  26075879  23389649      -814
  12.07811  12.07819    0.0034  26074579  23404349       -14
  12.07769  12.07779    0.0034  26083879  23417149      -814
  12.07728  12.07737    0.0034  26090379  23423049      -279
  12.07686  12.07694    0.0034  26068179  23421949      -281
  12.07644  12.07651    0.0034  26071379  23428349      -814
  12.07603  12.07608    0.0034  26067079  23445649      -281
  12.07561  12.07565    0.0034  26087879  23453949     -1081
  12.07519  12.07523    0.0034  26073779  23450149       252
  12.07478  12.07482    0.0034  26054579  23471549     -1081
  12.07436  12.07441    0.0034  26059879  23474449      -281
  12.07394  12.07400    0.0034  26065479  23489649      -814
  12.07353  12.07359    0.0034  26061779  23490749      -281
  12.07311  12.07317    0.0034  26052979  23505149      -814
  12.07269  12.07277    0.0034  26048979  23506949      -814
  12.07228  12.07236    0.0034  26059879  23517149      -281
  12.07186  12.07194    0.0034  26067379  23520549     -1348
  12.07144  12.07151    0.0034  26058579  23533649       -14
  12.07103  12.07109    0.0034  26042879  23541149     -1614
  12.07061  12.07065    0.0034  26050279  23544349       -14
  12.07019  12.07021    0.0034  26066579  23571449     -1079
  12.06978  12.06979    0.0034  26062279  23572049      -548
  12.06936  12.06938    0.0034  26046279  23579249      -814
  12.06894  12.06898    0.0034  26046579  23576849     -1081
  12.06853  12.06859    0.0034  26039879  23582749      -548
  12.06811  12.06820    0.0034  26041279  23598449      -814
  12.06769  12.06779    0.0034  26032179  23598949      -281
  12.06728  12.06737    0.0034  26042279  23602749     -1348
  12.06686  12.06695    0.0034  26032679  23608849      -281
  12.06644  12.06651    0.0034  26032679  23612849     -1348
  12.06603  12.06608    0.0034  26028179  23628549      -548
  12.06561  12.06565    0.0034  26020179  23626949     -1348
  12.06519  12.06523    0.0034  26029779  23624049      -814
  12.06478  12.06482    0.0034  26027079  23644349      -814
  12.06436  12.06441    0.0034  26024479  23643749     -1081
  12.06394  12.06399    0.0034  26014279  23658449      -548
  12.06353  12.06358    0.0034  26004179  23660749     -1346
  12.06311  12.06317    0.0034  26008679  23657349      -281
  12.06269  12.06276    0.0034  26020679  23668349     -1348
  12.06228  12.06235    0.0034  26007879  23676049       -14
  12.06186  12.06193    0.0034  26017779  23679249     -1081
  12.06144  12.06150    0.0034  26011679  23685949      -548
  12.06103  12.06107    0.0034  26000679  23686749      -548
  12.06061  12.06063    0.0034  26018879  23694949      -814
  12.06019  12.06020    0.0034  26011879  23710949      -281
  12.05978  12.05977    0.0034  26004979  23700049      -814
  12.05936  12.05936    0.0034  25999679  23713949       -14
  12.05894  12.05896    0.0034  26000679  23718949     -1348
  12.05853  12.05857    0.0034  25997279  23716049       252
  12.05811  12.05817    0.0034  26000979  23715749     -1081
  12.05769  12.05776    0.0034  25987679  23720349      -281
  12.05728  12.05734    0.0034  25990079  23728049      -548
  12.05686  12.05691    0.0034  25990879  23727749      -279
  12.05644  12.05648    0.0034  25975379  23721949      -548
  12.05603  12.05605    0.0034  25980679  23727749      -548
  12.05561  12.05562    0.0034  25973779  23729649       -14
  12.05519  12.05520    0.0034  25964679  23731249     -1081
  12.05478  12.05479    0.0034  25963879  23730749       252
  12.05436  12.05438    0.0034  25972979  23742149     -1348
  12.05394  12.05396    0.0034  25967379  23763549       -14
  12.05353  12.05355    0.0034  25965479  23744349     -1081
  12.05311  12.05314    0.0034  25956979  23757949      -281
  12.05269  12.05272    0.0034  25969779  23762449      -814
  12.05228  12.05232    0.0034  25970079  23762949      -548
  12.05186  12.05190    0.0034  25961279  23771249      -814
  12.05144  12.05148    0.0034  25962879  23777149     -1081
  12.05103  12.05105    0.0034  25949279  23781149       -14
  12.05061  12.05061    0.0034  25959079  23786749     -1614
  12.05019  12.05017    0.0034  25959079  23801549       254
  12.04978  12.04975    0.0034  25948679  23798949     -1081
  12.04936  12.04934    0.0034  25949479  23791749      -281
  12.04894  12.04895    0.0034  25940979  23803249      -814
  12.04853  12.04855    0.0034  25944179  23795249      -548
  12.04811  12.04815    0.0034  25944979  23810449      -548
  12.04769  12.04775    0.0034  25943679  23807549     -1081
  12.04728  12.04733    0.0034  25929779  23805149      -281
  12.04686  12.04690    0.0034  25919079  23806949     -1081
  12.04644  12.04647    0.0034  25939379  23835249       252
  12.04603  12.04603    0.0034  25926079  23828049     -1081
  12.04561  12.04561    0.0034  25924679  23825949      -281
  12.04519  12.04519    0.0034  25916679  23829649      -814
  12.04478  12.04478    0.0034  25915679  23832549      -548
  12.04436  12.04437    0.0034  25919879  23837149      -548
  12.04394  12.04396    0.0034  25909779  23854149      -814
  12.04353  12.04355    0.0034  25912179  23836049      -279
  12.04311  12.04313    0.0034  25902079  23843749     -1081
  12.04269  12.04272    0.0034  25911679  23846449      -281
  12.04228  12.04231    0.0034  25910279  23854749     -1081
  12.04186  12.04189    0.0034  25900979  23853349      -281
  12.04144  12.04147    0.0034  25898579  23861649     -1081
  12.04103  12.04104    0.0034  25906279  23857949      -548
  12.04061  12.04060    0.0034  25907679  23870749     -1081
  12.04019  12.04017    0.0034  25898879  23873149      -548
  12.03978  12.03975    0.0034  25895379  23857349      -814
  12.03936  12.03934    0.0034  25878279  23878949     -1081
  12.03894  12.03895    0.0034  25883879  23876049      -281
  12.03853  12.03855    0.0034  25882879  23877949     -1348
  12.03811  12.03816    0.0034  25882579  23877949      -281
  12.03769  12.03775    0.0034  25873479  23876549     -1348
  12.03728  12.03733    0.0034  25877279  23870749      -548
  12.03686  12.03690    0.0034  25876179  23886449     -1346
  12.03644  12.03647    0.0034  25868479  23895749      -548
  12.03603  12.03604    0.0034  25869279  23887249      -814
  12.03561  12.03561    0.0034  25857479  23877649     -1081
  12.03519  12.03520    0.0034  25854279  23873649      -281
  12.03478  12.03478    0.0034  25860479  23882949     -1348
  12.03436  12.03437    0.0034  25854079  23887749      -281
  12.03394  12.03396    0.0034  25847879  23881349     -1614
  12.03353  12.03354    0.0034  25856179  23886449       -14
  12.03311  12.03313    0.0034  25850879  23885349     -1081
  12.03269  12.03272    0.0034  25851679  23899549       -14
  12.03228  12.03231    0.0034  25856479  23906149     -1348
  12.03186  12.03189    0.0034  25839879  23897949      -548
  12.03144  12.03147    0.0034  25843079  23894149      -814
  12.03103  12.03104    0.0034  25836679  23896849      -814
  12.03061  12.03060    0.0034  25844179  23903249      -281
  12.03019  12.03016    0.0034  25843379  23907749     -1346
  12.02978  12.02974    0.0034  25842879  23892849       252
  12.02936  12.02933    0.0034  25827379  23891549     -1348
  12.02894  12.02893    0.0034  25838279  23898149       -14
  12.02853  12.02854    0.0034  25820479  23900049     -1348
  12.02811  12.02815    0.0034  25818079  23895749      -281
  12.02769  12.02774    0.0034  25816979  23909149      -548
  12.02728  12.02732    0.0034  25830879  23906949      -814
  12.02686  12.02689    0.0034  25821279  23898449      -281
  12.02644  12.02646    0.0034  25810579  23895249     -1081
  12.02603  12.02603    0.0034  25819679  23905349       -14
  12.02561  12.02561    0.0034  25818579  23888849     -1081
  12.02519  12.02519    0.0034  25791079  23888849       -14
  12.02478  12.02478    0.0034  25817479  23890149     -1081
  12.02436  12.02437    0.0034  25802279  23902749       -14
  12.02394  12.02395    0.0034  25802579  23903749      -548
  12.02353  12.02354    0.0034  25804179  23900849      -546
  12.02311  12.02313    0.0034  25791079  23897949      -281
  12.02269  12.02272    0.0034  25806879  23900849      -548
  12.02228  12.02231    0.0034  25788679  23900549      -281
  12.02186  12.02190    0.0034  25787879  23889649      -814
  12.02144  12.02147    0.0034  25791379  23896349       -14
  12.02103  12.02104    0.0034  25787079  23898749     -1081
  12.02061  12.02060    0.0034  25790879  23913349       -14
  12.02019  12.02017    0.0034  25781479  23885349     -1081
  12.01978  12.01975    0.0034  25783079  23890949      -281
  12.01936  12.01934    0.0034  25767379  23888049      -548
  12.01894  12.01895    0.0034  25774879  23908549      -548
  12.01853  12.01855    0.0034  25775079  23898449      -281
  12.01811  12.01815    0.0034  25766879  23891549      -814
  12.01769  12.01775    0.0034  25756979  23882449       -14
  12.01728  12.01733    0.0034  25752679  23891249     -1081
  12.01686  12.01690    0.0034  25767379  23889949       -14
  12.01644  12.01647    0.0034  25770779  23897349     -1079
  12.01603  12.01604    0.0034  25745779  23884849       252
  12.01561  12.01561    0.0034  25749279  23882949      -814
  12.01519  12.01520    0.0034  25739679  23887549      -548
  12.01478  12.01478    0.0034  25758579  23901949      -548
  12.01436  12.01437    0.0034  25744479  23887549      -814
  12.01394  12.01396    0.0034  25752179  23893949       252
  12.01353  12.01355    0.0034  25737279  23885349     -1081
  12.01311  12.01314    0.0034  25745279  23881649       -14
  12.01269  12.01273    0.0034  25739079  23893949     -1081
  12.01228  12.01232    0.0034  25730879  23886949      -281
  12.01186  12.01190    0.0034  25723379  23882949      -814
  12.01144  12.01148    0.0034  25726879  23892049      -281
  12.01103  12.01105    0.0034  25721479  23895749      -548
  12.01061  12.01061    0.0034  25732479  23882149      -548
  12.01019  12.01018    0.0034  25717279  23886449      -548
  12.00978  12.00975    0.0034  25725479  23884549      -813
  12.00936  12.00934    0.0034  25722579  23887749       -14
  12.00894  12.00895    0.0034  25720479  23892549     -1348
  12.00853  12.00855    0.0034  25704179  23884049       252
  12.00811  12.00816    0.0034  25695379  23878949     -1348
  12.00769  12.00775    0.0034  25691879  23867249      -281
  12.00728  12.00733    0.0034  25695079  23889649     -1081
  12.00686  12.00690    0.0034  25692679  23885649      -281
  12.00644  12.00647    0.0034  25677279  23877649      -548
  12.00603  12.00603    0.0034  25669279  23863249     -1081
  12.00561  12.00560    0.0034  25678079  23874149      -281
  12.00519  12.00518    0.0034  25676679  23887549     -1348
  12.00478  12.00477    0.0034  25679879  23868549       -14
  12.00436  12.00435    0.0034  25655679  23866449     -1348
  12.00394  12.00394    0.0034  25678279  23883549      -281
  12.00353  12.00353    0.0034  25672479  23880349     -1081
  12.00311  12.00312    0.0034  25694479  23885849      -546
  12.00269  12.00271    0.0034  25666579  23876049      -814
  12.00228  12.00229    0.0034  25672179  23879549      -814
  12.00186  12.00188    0.0034  25662579  23888549      -548
  12.00144  12.00145    0.0034  25666879  23886949     -1081
  12.00103  12.00102    0.0034  25663379  23888349       -14
  12.00061  12.00058    0.0034  25662079  23890149     -1348
  12.00019  12.00015    0.0034  25658879  23885649       -14
  11.99978  11.99972    0.0034  25660979  23890949     -1348
  11.99936  11.99932    0.0034  25648179  23902149      -281
  11.99894  11.99892    0.0034  25649779  23893349     -1081
  11.99853  11.99853    0.0034  25646879  23884849      -548
  11.99811  11.99813    0.0034  25638279  23898949      -548
  11.99769  11.99772    0.0034  25653279  23905149     -1081
  11.99728  11.99730    0.0034  25648979  23898749       -14
  11.99686  11.99688    0.0034  25630279  23900549     -1348
  11.99644  11.99644    0.0034  25651279  23905349       -12
  11.99603  11.99601    0.0034  25639879  23894949     -1081
  11.99561  11.99558    0.0034  25642879  23911249       -14
  11.99519  11.99517    0.0034  25642279  23901149     -1081
  11.99478  11.99476    0.0034  25630279  23921149       -14
  11.99436  11.99434    0.0034  25627079  23925349      -548
  11.99394  11.99393    0.0034  25646579  23924549      -814
  11.99353  11.99352    0.0034  25639679  23921649      -548
  11.99311  11.99311    0.0034  25627379  23926749      -814
  11.99269  11.99270    0.0034  25634279  23933949       -14
  11.99228  11.99229    0.0034  25627079  23947749     -1348
  11.99186  11.99187    0.0034  25626579  23944049       252
  11.99144  11.99145    0.0034  25630079  23959549     -1081
  11.99103  11.99101    0.0034  25630279  23957649      -281
