   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:39 - 17.10.06 11:39
                                                                                 
 Ring :   1.2 GeV   300.2 mA -  300.6 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.63989 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  11.71561  11.71551    0.0034  24321479  14419749     -1081
  11.71519  11.71510    0.0034  24339379  14430449       -14
  11.71478  11.71469    0.0034  24338579  14438149     -1081
  11.71436  11.71428    0.0034  24330879  14435249       -14
  11.71394  11.71387    0.0034  24339779  14437749     -1079
  11.71353  11.71346    0.0034  24335879  14439749      -281
  11.71311  11.71305    0.0034  24326579  14434949      -814
  11.71269  11.71264    0.0034  24317479  14441949      -281
  11.71228  11.71223    0.0034  24341279  14453349      -281
  11.71186  11.71181    0.0034  24330079  14457149      -814
  11.71144  11.71139    0.0034  24312679  14447549       -14
  11.71103  11.71096    0.0034  24323879  14461149      -814
  11.71061  11.71052    0.0034  24327079  14462749       252
  11.71019  11.71009    0.0034  24320179  14458149     -1081
  11.70978  11.70967    0.0034  24326079  14466749       252
  11.70936  11.70927    0.0034  24310879  14453649      -548
  11.70894  11.70887    0.0034  24310079  14468849      -281
  11.70853  11.70847    0.0034  24321479  14489349      -281
  11.70811  11.70808    0.0034  24324679  14478749      -548
  11.70769  11.70767    0.0034  24304679  14475749      -281
  11.70728  11.70725    0.0034  24317079  14485749     -1079
  11.70686  11.70682    0.0034  24318879  14494149       252
  11.70644  11.70639    0.0034  24310879  14495749     -1348
  11.70603  11.70596    0.0034  24307079  14492049       519
  11.70561  11.70553    0.0034  24300479  14497149     -1081
  11.70519  11.70512    0.0034  24310879  14492349      -281
  11.70478  11.70471    0.0034  24320179  14512849      -814
  11.70436  11.70430    0.0034  24322279  14514449      -548
  11.70394  11.70389    0.0034  24304479  14506449      -548
  11.70353  11.70347    0.0034  24295879  14507249     -1348
  11.70311  11.70306    0.0034  24311079  14521149       -14
  11.70269  11.70265    0.0034  24311079  14525649     -1348
  11.70228  11.70224    0.0034  24300679  14526149       -14
  11.70186  11.70182    0.0034  24290579  14521649     -1614
  11.70144  11.70140    0.0034  24294879  14525949       -14
  11.70103  11.70096    0.0034  24290879  14534949     -1348
  11.70061  11.70052    0.0034  24305379  14536449       -12
  11.70019  11.70009    0.0034  24293479  14530749      -814
  11.69978  11.69967    0.0034  24290879  14535249      -548
  11.69936  11.69926    0.0034  24289279  14543749      -548
  11.69894  11.69886    0.0034  24296979  14552549     -1081
  11.69853  11.69847    0.0034  24291379  14551549       252
  11.69811  11.69807    0.0034  24285779  14548049     -1348
  11.69769  11.69766    0.0034  24283679  14554149       -14
  11.69728  11.69724    0.0034  24284179  14557949      -814
  11.69686  11.69681    0.0034  24292179  14569349       -14
  11.69644  11.69638    0.0034  24277279  14569149      -814
  11.69603  11.69595    0.0034  24272179  14564849      -548
  11.69561  11.69552    0.0034  24277479  14567249      -281
  11.69519  11.69511    0.0034  24288479  14580349      -548
  11.69478  11.69469    0.0034  24279879  14584849      -281
  11.69436  11.69428    0.0034  24278079  14584049     -1081
  11.69394  11.69387    0.0034  24282079  14585549       521
  11.69353  11.69346    0.0034  24274279  14580049     -1348
  11.69311  11.69305    0.0034  24275379  14588349       252
  11.69269  11.69263    0.0034  24273279  14597649     -1081
  11.69228  11.69222    0.0034  24268979  14601649       -14
  11.69186  11.69181    0.0034  24266579  14598749      -548
  11.69144  11.69138    0.0034  24271679  14606949      -548
  11.69103  11.69095    0.0034  24265779  14604549      -281
  11.69061  11.69051    0.0034  24262879  14598449      -814
  11.69019  11.69008    0.0034  24250579  14601349       -14
  11.68978  11.68966    0.0034  24245779  14616349     -1081
  11.68936  11.68925    0.0034  24255679  14610149       252
  11.68894  11.68886    0.0034  24255379  14609949     -1081
  11.68853  11.68847    0.0034  24248979  14627249       -14
  11.68811  11.68807    0.0034  24250579  14625349      -548
  11.68769  11.68767    0.0034  24248179  14623549      -548
  11.68728  11.68724    0.0034  24255679  14630849      -279
  11.68686  11.68681    0.0034  24241479  14633649      -814
  11.68644  11.68638    0.0034  24243079  14629649       252
  11.68603  11.68595    0.0034  24238079  14632549     -1081
  11.68561  11.68553    0.0034  24235079  14642149       252
  11.68519  11.68512    0.0034  24233779  14640849     -1081
  11.68478  11.68471    0.0034  24233279  14644549       -14
  11.68436  11.68430    0.0034  24211379  14642749      -814
  11.68394  11.68389    0.0034  24212679  14642749       -14
  11.68353  11.68348    0.0034  24230579  14660849      -281
  11.68311  11.68306    0.0034  24226279  14656049      -548
  11.68269  11.68265    0.0034  24226879  14660349      -281
  11.68228  11.68224    0.0034  24217279  14650149      -814
  11.68186  11.68183    0.0034  24213279  14653349       252
  11.68144  11.68140    0.0034  24206279  14669649     -1081
  11.68103  11.68097    0.0034  24205279  14664349       519
  11.68061  11.68054    0.0034  24212279  14672249     -1079
  11.68019  11.68010    0.0034  24202879  14667249       252
  11.67978  11.67968    0.0034  24203379  14674449      -814
  11.67936  11.67928    0.0034  24202879  14674149      -281
  11.67894  11.67888    0.0034  24188679  14671549      -281
  11.67853  11.67849    0.0034  24197279  14686749      -548
  11.67811  11.67809    0.0034  24174279  14680049       -14
  11.67769  11.67769    0.0034  24178579  14671749     -1081
  11.67728  11.67727    0.0034  24185279  14690449       519
  11.67686  11.67684    0.0034  24183079  14691249     -1348
  11.67644  11.67641    0.0034  24168979  14677649       252
  11.67603  11.67598    0.0034  24153779  14684049      -814
  11.67561  11.67555    0.0034  24143079  14675749      -281
  11.67519  11.67514    0.0034  24127379  14674449      -814
  11.67478  11.67473    0.0034  24099679  14650449      -281
  11.67436  11.67431    0.0034  24053479  14633649      -281
  11.67394  11.67390    0.0034  24016979  14610449     -1081
  11.67353  11.67349    0.0034  23980679  14589049       254
  11.67311  11.67308    0.0034  23931679  14570449     -1081
  11.67269  11.67267    0.0034  23890579  14560349       -14
  11.67228  11.67226    0.0034  23874879  14545649     -1081
  11.67186  11.67184    0.0034  23883379  14549349      -281
  11.67144  11.67142    0.0034  23882879  14554449      -814
  11.67103  11.67098    0.0034  23897279  14569349       -14
  11.67061  11.67054    0.0034  23918279  14579749      -281
  11.67019  11.67011    0.0034  23947079  14609349      -814
  11.66978  11.66968    0.0034  23997779  14639749       -14
  11.66936  11.66928    0.0034  24044179  14660549     -1348
  11.66894  11.66888    0.0034  24054079  14686949       252
  11.66853  11.66849    0.0034  24071079  14701349     -1081
  11.66811  11.66809    0.0034  24104179  14725949      -281
  11.66769  11.66768    0.0034  24138879  14748849      -814
  11.66728  11.66726    0.0034  24148179  14757949      -281
  11.66686  11.66683    0.0034  24143379  14755949      -546
  11.66644  11.66640    0.0034  24143379  14760549      -814
  11.66603  11.66597    0.0034  24154579  14762749      -548
  11.66561  11.66554    0.0034  24144979  14770949     -1081
  11.66519  11.66513    0.0034  24152479  14769949      -281
  11.66478  11.66472    0.0034  24133479  14773649     -1881
  11.66436  11.66431    0.0034  24142579  14773149       -14
  11.66394  11.66390    0.0034  24139079  14782149     -1081
  11.66353  11.66348    0.0034  24132679  14788549      -281
  11.66311  11.66307    0.0034  24137779  14784549     -1081
  11.66269  11.66266    0.0034  24118079  14779549      -814
  11.66228  11.66226    0.0034  24127379  14792049      -814
  11.66186  11.66184    0.0034  24127879  14794749     -1081
  11.66144  11.66141    0.0034  24120479  14792849      -548
  11.66103  11.66098    0.0034  24106879  14788549     -1348
  11.66061  11.66055    0.0034  24118579  14791249      -281
  11.66019  11.66011    0.0034  24119979  14800249     -1613
  11.65978  11.65970    0.0034  24117779  14805949      -548
  11.65936  11.65929    0.0034  24107079  14807249     -1348
  11.65894  11.65890    0.0034  24106579  14805649      -548
  11.65853  11.65850    0.0034  24100479  14813349     -1081
  11.65811  11.65810    0.0034  24116479  14811549      -814
  11.65769  11.65770    0.0034  24100979  14812549      -548
  11.65728  11.65728    0.0034  24080679  14809349     -1348
  11.65686  11.65685    0.0034  24088179  14821149       -14
  11.65644  11.65642    0.0034  24100979  14825149     -1614
  11.65603  11.65599    0.0034  24095379  14832049       -14
  11.65561  11.65556    0.0034  24100179  14834449     -1081
  11.65519  11.65515    0.0034  24084679  14837649      -281
  11.65478  11.65474    0.0034  24080679  14834749      -814
  11.65436  11.65433    0.0034  24093479  14839749      -548
  11.65394  11.65392    0.0034  24099379  14845149      -281
  11.65353  11.65350    0.0034  24092779  14847449     -1079
  11.65311  11.65310    0.0034  24082079  14840549       -14
  11.65269  11.65269    0.0034  24076479  14852549     -1348
  11.65228  11.65228    0.0034  24082279  14851249       252
  11.65186  11.65186    0.0034  24078579  14860549     -1081
  11.65144  11.65144    0.0034  24074879  14860349       252
  11.65103  11.65101    0.0034  24063079  14847549     -1081
  11.65061  11.65057    0.0034  24059679  14858749       -14
  11.65019  11.65014    0.0034  24055679  14867249      -281
  11.64978  11.64972    0.0034  24064979  14866149      -548
  11.64936  11.64931    0.0034  24052679  14861949      -281
  11.64894  11.64892    0.0034  24056979  14866949     -1081
  11.64853  11.64852    0.0034  24054579  14874449       519
  11.64811  11.64813    0.0034  24047079  14869349     -1081
  11.64769  11.64772    0.0034  24050079  14878149       519
  11.64728  11.64730    0.0034  24049779  14878449     -1081
  11.64686  11.64687    0.0034  24038879  14885349       -12
  11.64644  11.64644    0.0034  24043079  14884849      -548
  11.64603  11.64601    0.0034  24028179  14892049      -281
  11.64561  11.64558    0.0034  24037479  14906949      -548
  11.64519  11.64517    0.0034  24031079  14887549      -814
  11.64478  11.64476    0.0034  24032479  14892349       252
  11.64436  11.64434    0.0034  24029779  14900849     -1348
  11.64394  11.64393    0.0034  24037279  14894749       252
  11.64353  11.64352    0.0034  24030879  14897949     -1081
  11.64311  11.64310    0.0034  24022279  14897349       252
  11.64269  11.64269    0.0034  24023379  14909949      -814
  11.64228  11.64228    0.0034  24016479  14913149       -14
  11.64186  11.64187    0.0034  24019679  14908849      -548
  11.64144  11.64144    0.0034  24011379  14913349      -814
  11.64103  11.64101    0.0034  24000979  14908349       -14
  11.64061  11.64057    0.0034  24004479  14924849      -814
  11.64019  11.64014    0.0034  24007079  14925849       254
  11.63978  11.63972    0.0034  24009279  14924549     -1614
  11.63936  11.63931    0.0034  23987079  14917649       252
  11.63894  11.63891    0.0034  23998879  14930749     -1348
  11.63853  11.63852    0.0034  23993279  14930749       -14
  11.63811  11.63812    0.0034  24002079  14932349      -814
  11.63769  11.63771    0.0034  23982079  14936549      -548
  11.63728  11.63729    0.0034  23972179  14929949      -548
  11.63686  11.63687    0.0034  23974079  14934749     -1081
  11.63644  11.63643    0.0034  23979079  14934749      -281
  11.63603  11.63600    0.0034  23972979  14935749     -1081
  11.63561  11.63558    0.0034  23966079  14938449       252
  11.63519  11.63516    0.0034  23959079  14937649     -1081
  11.63478  11.63475    0.0034  23944179  14937349       -14
  11.63436  11.63434    0.0034  23950079  14933949      -814
  11.63394  11.63393    0.0034  23910079  14917949      -281
  11.63353  11.63351    0.0034  23867379  14898449      -546
  11.63311  11.63310    0.0034  23800679  14857649      -814
  11.63269  11.63270    0.0034  23748479  14829649       -14
  11.63228  11.63229    0.0034  23724979  14821649      -814
  11.63186  11.63187    0.0034  23681479  14798449       -14
  11.63144  11.63144    0.0034  23672479  14787249     -1348
  11.63103  11.63101    0.0034  23664479  14803249       252
  11.63061  11.63058    0.0034  23680679  14800549      -814
  11.63019  11.63015    0.0034  23685479  14814949      -281
  11.62978  11.62972    0.0034  23682279  14817149     -1081
  11.62936  11.62932    0.0034  23702579  14830149      -281
  11.62894  11.62892    0.0034  23738579  14872049      -548
  11.62853  11.62852    0.0034  23798279  14902149      -814
  11.62811  11.62813    0.0034  23833279  14928049       -14
  11.62769  11.62772    0.0034  23867379  14954149     -1081
  11.62728  11.62730    0.0034  23897479  14980849       252
  11.62686  11.62688    0.0034  23929279  14998949     -1348
  11.62644  11.62644    0.0034  23936979  15013149       -12
  11.62603  11.62601    0.0034  23932179  15008349      -814
  11.62561  11.62559    0.0034  23936179  15009649      -281
  11.62519  11.62518    0.0034  23932179  15019549      -814
  11.62478  11.62477    0.0034  23937479  15026949      -814
  11.62436  11.62435    0.0034  23932479  15027549      -548
  11.62394  11.62395    0.0034  23924979  15021149     -1081
  11.62353  11.62353    0.0034  23935079  15026949       -14
  11.62311  11.62312    0.0034  23927879  15030449     -1348
  11.62269  11.62272    0.0034  23936179  15038749      -281
  11.62228  11.62230    0.0034  23913279  15038949      -814
  11.62186  11.62189    0.0034  23928979  15041949      -281
  11.62144  11.62147    0.0034  23910079  15034749     -1081
  11.62103  11.62103    0.0034  23907879  15041149      -548
  11.62061  11.62060    0.0034  23917279  15042949      -548
  11.62019  11.62017    0.0034  23896679  15046449     -1081
  11.61978  11.61974    0.0034  23904979  15053949       -12
  11.61936  11.61933    0.0034  23892979  15048549     -1348
  11.61894  11.61893    0.0034  23887679  15052049       -14
  11.61853  11.61854    0.0034  23884479  15055249     -1348
  11.61811  11.61815    0.0034  23881279  15046449      -281
  11.61769  11.61774    0.0034  23879679  15047549     -1348
  11.61728  11.61732    0.0034  23868179  15047549      -281
  11.61686  11.61689    0.0034  23843379  15037949     -1081
  11.61644  11.61646    0.0034  23827079  15027749      -548
  11.61603  11.61602    0.0034  23797779  15020549      -548
  11.61561  11.61560    0.0034  23772979  15012049      -814
  11.61519  11.61518    0.0034  23754079  15003549       519
  11.61478  11.61477    0.0034  23742579  14991749     -1348
  11.61436  11.61436    0.0034  23729779  14988349       252
  11.61394  11.61395    0.0034  23716479  14988349     -1081
  11.61353  11.61353    0.0034  23729779  15002449      -281
  11.61311  11.61312    0.0034  23746479  15018949      -813
  11.61269  11.61271    0.0034  23764679  15042449      -814
  11.61228  11.61230    0.0034  23798279  15045649      -814
  11.61186  11.61188    0.0034  23782879  15053649      -814
  11.61144  11.61146    0.0034  23805279  15061949      -281
  11.61103  11.61103    0.0034  23820679  15084849     -1348
  11.61061  11.61059    0.0034  23833479  15095749       252
  11.61019  11.61016    0.0034  23845279  15097649     -1081
  11.60978  11.60974    0.0034  23835379  15099749       -14
  11.60936  11.60933    0.0034  23835679  15105149     -1081
  11.60894  11.60893    0.0034  23848479  15116049       -14
  11.60853  11.60854    0.0034  23840979  15123549     -1081
  11.60811  11.60814    0.0034  23839879  15124049      -548
  11.60769  11.60773    0.0034  23819879  15113149      -281
  11.60728  11.60731    0.0034  23817479  15125349      -814
  11.60686  11.60688    0.0034  23837279  15137649       252
  11.60644  11.60645    0.0034  23837479  15147049     -1613
  11.60603  11.60602    0.0034  23837279  15140549       252
  11.60561  11.60560    0.0034  23830879  15140049     -1081
  11.60519  11.60518    0.0034  23824679  15145649      -281
  11.60478  11.60477    0.0034  23837279  15150749     -1081
  11.60436  11.60436    0.0034  23817479  15145349      -548
  11.60394  11.60395    0.0034  23815079  15142149      -281
  11.60353  11.60354    0.0034  23822579  15156349      -814
  11.60311  11.60313    0.0034  23837779  15164549      -281
  11.60269  11.60272    0.0034  23830079  15164549     -1348
  11.60228  11.60230    0.0034  23810879  15160049       252
  11.60186  11.60189    0.0034  23816679  15168349     -1081
  11.60144  11.60147    0.0034  23820979  15168549       -14
  11.60103  11.60104    0.0034  23818079  15173949     -1081
  11.60061  11.60060    0.0034  23804979  15171249      -281
  11.60019  11.60017    0.0034  23802279  15166149      -548
  11.59978  11.59974    0.0034  23800379  15188149      -813
  11.59936  11.59934    0.0034  23808479  15189649       -14
  11.59894  11.59894    0.0034  23808679  15187249     -1348
  11.59853  11.59855    0.0034  23803679  15197649       -14
  11.59811  11.59815    0.0034  23793279  15182949     -1348
  11.59769  11.59775    0.0034  23798579  15192049       252
  11.59728  11.59733    0.0034  23795679  15202449     -1081
  11.59686  11.59690    0.0034  23814279  15206949       -14
  11.59644  11.59647    0.0034  23794079  15196849      -814
  11.59603  11.59604    0.0034  23784479  15200049      -548
  11.59561  11.59561    0.0034  23788979  15207749      -281
  11.59519  11.59520    0.0034  23796979  15219249      -814
  11.59478  11.59479    0.0034  23808479  15220349       252
  11.59436  11.59438    0.0034  23784479  15224049     -1081
  11.59394  11.59397    0.0034  23777479  15221949       252
  11.59353  11.59355    0.0034  23796479  15231249     -1348
  11.59311  11.59314    0.0034  23797479  15241149       254
  11.59269  11.59273    0.0034  23795079  15239749      -814
  11.59228  11.59232    0.0034  23785779  15240349       -14
  11.59186  11.59191    0.0034  23780479  15234749      -548
  11.59144  11.59148    0.0034  23780979  15250449      -814
  11.59103  11.59105    0.0034  23784179  15245649      -281
  11.59061  11.59061    0.0034  23783079  15250949     -1081
  11.59019  11.59018    0.0034  23783679  15254449       252
  11.58978  11.58976    0.0034  23770279  15259249     -1348
  11.58936  11.58935    0.0034  23770279  15264549       -14
  11.58894  11.58895    0.0034  23775679  15262449     -1348
  11.58853  11.58856    0.0034  23770579  15260349      -281
  11.58811  11.58816    0.0034  23767379  15255549      -814
  11.58769  11.58775    0.0034  23768479  15269349      -548
  11.58728  11.58734    0.0034  23771379  15269149      -548
  11.58686  11.58690    0.0034  23765479  15273149      -814
  11.58644  11.58647    0.0034  23773979  15279549      -279
  11.58603  11.58604    0.0034  23769279  15288049     -1348
  11.58561  11.58561    0.0034  23752679  15275549       252
  11.58519  11.58519    0.0034  23736979  15271749     -1081
  11.58478  11.58478    0.0034  23702579  15257949       252
  11.58436  11.58437    0.0034  23667879  15247549      -814
  11.58394  11.58396    0.0034  23651379  15231249      -281
  11.58353  11.58355    0.0034  23617279  15217649      -281
  11.58311  11.58313    0.0034  23614579  15214149      -548
  11.58269  11.58272    0.0034  23593779  15209349      -281
  11.58228  11.58232    0.0034  23596479  15212549     -1081
  11.58186  11.58190    0.0034  23593479  15217349       -14
  11.58144  11.58148    0.0034  23616479  15236049     -1348
  11.58103  11.58105    0.0034  23626879  15240349       252
  11.58061  11.58061    0.0034  23620479  15248549     -1348
  11.58019  11.58018    0.0034  23658079  15269649       252
  11.57978  11.57976    0.0034  23672379  15286249     -1079
  11.57936  11.57935    0.0034  23681479  15293349      -814
  11.57894  11.57895    0.0034  23690079  15302749      -281
  11.57853  11.57856    0.0034  23689779  15303549     -1081
  11.57811  11.57817    0.0034  23673279  15303749       -14
  11.57769  11.57776    0.0034  23671879  15311549     -1614
  11.57728  11.57734    0.0034  23677279  15314949       -14
  11.57686  11.57692    0.0034  23673279  15316849     -1614
  11.57644  11.57648    0.0034  23659079  15305949      -281
  11.57603  11.57605    0.0034  23652479  15309349     -1348
  11.57561  11.57563    0.0034  23659679  15310949      -548
  11.57519  11.57521    0.0034  23655679  15324349      -814
  11.57478  11.57480    0.0034  23644179  15313949      -814
  11.57436  11.57439    0.0034  23644479  15309349      -548
  11.57394  11.57398    0.0034  23636979  15317949     -1081
  11.57353  11.57357    0.0034  23634579  15321349       -14
  11.57311  11.57316    0.0034  23631879  15324049     -1081
  11.57269  11.57275    0.0034  23622479  15318549       -12
  11.57228  11.57234    0.0034  23616479  15317349      -548
  11.57186  11.57193    0.0034  23613779  15323549       -14
  11.57144  11.57150    0.0034  23610579  15320349     -1081
  11.57103  11.57107    0.0034  23600979  15329649      -281
  11.57061  11.57064    0.0034  23588479  15319249      -548
  11.57019  11.57021    0.0034  23588979  15317649      -814
  11.56978  11.56978    0.0034  23591079  15332349      -281
  11.56936  11.56937    0.0034  23603079  15344349     -1348
  11.56894  11.56898    0.0034  23584679  15330449       -14
  11.56853  11.56858    0.0034  23575379  15336049     -1348
  11.56811  11.56819    0.0034  23580979  15336549       -14
  11.56769  11.56778    0.0034  23585279  15341649     -1081
  11.56728  11.56737    0.0034  23582079  15335549      -814
  11.56686  11.56694    0.0034  23578879  15340349      -548
  11.56644  11.56651    0.0034  23556979  15350449      -814
  11.56603  11.56608    0.0034  23568379  15356949      -546
  11.56561  11.56565    0.0034  23569479  15349149     -1081
  11.56519  11.56524    0.0034  23544179  15340549       -14
  11.56478  11.56483    0.0034  23535079  15348049     -1614
  11.56436  11.56442    0.0034  23553279  15349649       252
  11.56394  11.56400    0.0034  23538579  15353349     -1081
  11.56353  11.56359    0.0034  23546879  15360349       -14
  11.56311  11.56318    0.0034  23538079  15357149      -548
  11.56269  11.56277    0.0034  23516479  15350449      -548
  11.56228  11.56236    0.0034  23526079  15356549      -548
  11.56186  11.56194    0.0034  23529479  15365949      -814
  11.56144  11.56152    0.0034  23522279  15372549       252
  11.56103  11.56108    0.0034  23521279  15363549     -1348
  11.56061  11.56065    0.0034  23504479  15367549       252
  11.56019  11.56021    0.0034  23534879  15382149     -1348
  11.55978  11.55979    0.0034  23528679  15371249       -14
  11.55936  11.55938    0.0034  23531479  15376149     -1079
  11.55894  11.55898    0.0034  23511879  15377349      -548
  11.55853  11.55859    0.0034  23521279  15387749     -1081
  11.55811  11.55819    0.0034  23514879  15393649      -814
  11.55769  11.55778    0.0034  23519679  15400849      -281
  11.55728  11.55736    0.0034  23507879  15399249     -1081
  11.55686  11.55694    0.0034  23509279  15402149       -14
  11.55644  11.55650    0.0034  23519879  15406149     -1348
  11.55603  11.55607    0.0034  23519379  15408849       519
  11.55561  11.55564    0.0034  23506579  15421149     -1348
  11.55519  11.55522    0.0034  23502279  15421349       -14
  11.55478  11.55481    0.0034  23504679  15418149      -814
  11.55436  11.55441    0.0034  23502879  15424049      -814
  11.55394  11.55399    0.0034  23504979  15427249       -14
  11.55353  11.55358    0.0034  23509479  15426449      -548
  11.55311  11.55317    0.0034  23504479  15428849      -281
  11.55269  11.55276    0.0034  23512279  15440749     -1079
  11.55228  11.55235    0.0034  23496979  15440549       252
  11.55186  11.55194    0.0034  23500479  15446749     -1081
  11.55144  11.55151    0.0034  23498079  15453649       519
  11.55103  11.55109    0.0034  23484679  15450149     -1081
  11.55061  11.55065    0.0034  23489779  15441949       -14
  11.55019  11.55022    0.0034  23500979  15458749      -281
  11.54978  11.54979    0.0034  23480679  15460549      -548
  11.54936  11.54938    0.0034  23498579  15461949       -14
  11.54894  11.54899    0.0034  23490279  15465349     -1081
  11.54853  11.54859    0.0034  23483679  15464049       -14
  11.54811  11.54820    0.0034  23480179  15467249     -1348
  11.54769  11.54780    0.0034  23501779  15476349       -14
  11.54728  11.54738    0.0034  23474879  15472549     -1081
  11.54686  11.54695    0.0034  23472479  15469949       -14
  11.54644  11.54652    0.0034  23475379  15484849     -1081
  11.54603  11.54610    0.0034  23489679  15483949      -279
  11.54561  11.54567    0.0034  23464979  15480349      -548
  11.54519  11.54525    0.0034  23464979  15488849      -814
  11.54478  11.54485    0.0034  23453279  15480049       -14
  11.54436  11.54444    0.0034  23467679  15494149     -1081
  11.54394  11.54402    0.0034  23477479  15505149       252
  11.54353  11.54361    0.0034  23470279  15498449     -1081
  11.54311  11.54320    0.0034  23459879  15489349       252
  11.54269  11.54279    0.0034  23455679  15502149      -814
  11.54228  11.54239    0.0034  23463079  15510749      -281
  11.54186  11.54197    0.0034  23462579  15519549      -548
  11.54144  11.54155    0.0034  23441779  15512549      -281
  11.54103  11.54112    0.0034  23443879  15511549       -14
  11.54061  11.54069    0.0034  23450279  15516549     -1081
  11.54019  11.54026    0.0034  23464979  15524549       -14
  11.53978  11.53984    0.0034  23459679  15532049     -1348
  11.53936  11.53943    0.0034  23465079  15536949       -12
  11.53894  11.53903    0.0034  23448979  15529349     -1081
  11.53853  11.53863    0.0034  23452979  15545649       -14
  11.53811  11.53824    0.0034  23467879  15553149     -1081
  11.53769  11.53784    0.0034  23456679  15551749      -281
  11.53728  11.53742    0.0034  23428179  15539249      -548
  11.53686  11.53699    0.0034  23459679  15556549      -814
  11.53644  11.53656    0.0034  23448179  15569149      -281
  11.53603  11.53613    0.0034  23450079  15574949     -1081
  11.53561  11.53570    0.0034  23451879  15564049       519
  11.53519  11.53528    0.0034  23439879  15565149     -1348
  11.53478  11.53488    0.0034  23443079  15563549       252
  11.53436  11.53447    0.0034  23456679  15577949      -814
  11.53394  11.53405    0.0034  23452679  15570949      -281
  11.53353  11.53364    0.0034  23437279  15584349      -548
  11.53311  11.53323    0.0034  23433779  15583549      -548
  11.53269  11.53282    0.0034  23453879  15589249      -279
  11.53228  11.53240    0.0034  23446279  15594149     -1348
  11.53186  11.53199    0.0034  23434079  15595749       -14
  11.53144  11.53157    0.0034  23423879  15591549     -1348
  11.53103  11.53114    0.0034  23427379  15593649       -14
  11.53061  11.53070    0.0034  23431879  15606449     -1081
  11.53019  11.53027    0.0034  23443679  15606949       -14
  11.52978  11.52985    0.0034  23412179  15595549     -1348
  11.52936  11.52943    0.0034  23418579  15601149      -548
  11.52894  11.52903    0.0034  23413279  15616349      -814
  11.52853  11.52864    0.0034  23424979  15620349     -1081
  11.52811  11.52824    0.0034  23421279  15619549      -548
  11.52769  11.52784    0.0034  23412479  15612049     -1614
  11.52728  11.52742    0.0034  23405779  15620849       -14
  11.52686  11.52700    0.0034  23411879  15627549     -1614
  11.52644  11.52656    0.0034  23407079  15631549      -281
  11.52603  11.52613    0.0034  23398079  15633149     -1081
  11.52561  11.52570    0.0034  23384779  15633049      -546
  11.52519  11.52528    0.0034  23397779  15634949      -814
  11.52478  11.52487    0.0034  23408679  15646749      -814
  11.52436  11.52447    0.0034  23402879  15644849       -14
  11.52394  11.52405    0.0034  23396679  15641949     -1081
  11.52353  11.52364    0.0034  23383879  15643549       -14
  11.52311  11.52323    0.0034  23386079  15648549     -1348
  11.52269  11.52282    0.0034  23402879  15654949       252
  11.52228  11.52241    0.0034  23388679  15659549     -1081
  11.52186  11.52200    0.0034  23388979  15661149      -281
  11.52144  11.52158    0.0034  23382279  15660049      -814
  11.52103  11.52115    0.0034  23385479  15672849      -548
  11.52061  11.52071    0.0034  23387679  15677349      -548
  11.52019  11.52027    0.0034  23386279  15678449      -814
  11.51978  11.51985    0.0034  23379079  15673649       -14
  11.51936  11.51944    0.0034  23377779  15682949     -1081
  11.51894  11.51904    0.0034  23385879  15682949       521
  11.51853  11.51864    0.0034  23398079  15688849     -1348
  11.51811  11.51825    0.0034  23375079  15691749       252
  11.51769  11.51785    0.0034  23362879  15678149     -1348
  11.51728  11.51743    0.0034  23368979  15692849       -14
  11.51686  11.51700    0.0034  23375379  15708549      -548
  11.51644  11.51657    0.0034  23362879  15704349      -548
  11.51603  11.51614    0.0034  23354579  15703749       -14
  11.51561  11.51571    0.0034  23345779  15694749     -1081
  11.51519  11.51529    0.0034  23360679  15706149       -14
  11.51478  11.51488    0.0034  23366879  15721649     -1081
  11.51436  11.51447    0.0034  23345779  15704849       252
  11.51394  11.51406    0.0034  23342079  15707549     -1081
  11.51353  11.51365    0.0034  23335879  15707249       252
  11.51311  11.51324    0.0034  23346879  15722949      -814
  11.51269  11.51283    0.0034  23345479  15720549      -281
  11.51228  11.51242    0.0034  23354179  15723949      -279
  11.51186  11.51201    0.0034  23338279  15720849      -814
  11.51144  11.51159    0.0034  23318579  15723749       252
  11.51103  11.51116    0.0034  23338079  15737149      -814
  11.51061  11.51072    0.0034  23336479  15741949       519
  11.51019  11.51028    0.0034  23324479  15739249     -1081
  11.50978  11.50986    0.0034  23317479  15735549       252
  11.50936  11.50945    0.0034  23325479  15740849      -548
  11.50894  11.50904    0.0034  23336679  15750449      -548
  11.50853  11.50865    0.0034  23341279  15759249      -548
  11.50811  11.50826    0.0034  23323379  15748849      -548
  11.50769  11.50785    0.0034  23326079  15745149      -548
  11.50728  11.50744    0.0034  23314279  15750149     -1081
  11.50686  11.50701    0.0034  23323079  15764349       -14
  11.50644  11.50657    0.0034  23314279  15760849     -1348
