   9809     AichiSR  BL5S1
 CoO             22.08.30 11:28 - 22.08.30 11:30
                                                                                 
 Ring :   1.2 GeV   300.0 mA -  300.1 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 14.93677 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 4509
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        7410.46   8810.46        0.31       0.02      4511
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  4504.800  8764.000  8106.300
  15.27039  15.27125    0.0241   8221415  19947436   5806684
  15.26983  15.27068    0.0241   8235915  19986736   5817954
  15.26928  15.27012    0.0241   8255485  20038436   5833494
  15.26872  15.26956    0.0241   8263885  20063636   5842494
  15.26817  15.26901    0.0241   8279655  20101536   5853364
  15.26761  15.26846    0.0241   8285555  20122936   5861544
  15.26706  15.26792    0.0241   8290105  20135436   5867034
  15.26650  15.26737    0.0241   8294885  20158736   5872224
  15.26594  15.26681    0.0241   8296865  20163936   5874764
  15.26539  15.26624    0.0241   8303485  20181236   5879284
  15.26483  15.26567    0.0241   8302655  20184636   5882794
  15.26428  15.26510    0.0241   8306025  20192636   5886124
  15.26372  15.26455    0.0241   8304365  20200236   5888884
  15.26317  15.26401    0.0241   8305045  20201236   5889334
  15.26261  15.26348    0.0241   8302625  20201936   5889404
  15.26206  15.26295    0.0241   8301315  20201836   5890864
  15.26150  15.26239    0.0241   8302285  20199136   5891574
  15.26094  15.26181    0.0241   8295225  20193536   5890374
  15.26039  15.26123    0.0241   8286975  20180036   5886944
  15.25983  15.26066    0.0241   8290105  20184536   5889704
  15.25928  15.26010    0.0241   8278495  20164136   5885264
  15.25872  15.25954    0.0241   8273755  20157436   5883994
  15.25817  15.25898    0.0241   8271125  20150836   5881564
  15.25761  15.25843    0.0241   8271955  20158336   5886084
  15.25706  15.25788    0.0241   8258885  20134036   5878804
  15.25650  15.25732    0.0241   8256125  20131036   5878274
  15.25594  15.25677    0.0241   8253175  20125236   5877414
  15.25539  15.25620    0.0241   8253885  20124936   5879324
  15.25483  15.25562    0.0241   8243315  20099436   5872004
  15.25428  15.25506    0.0241   8233675  20085336   5868864
  15.25372  15.25451    0.0241   8226835  20081236   5866324
  15.25317  15.25397    0.0241   8220415  20060736   5861464
  15.25261  15.25345    0.0241   8206555  20030936   5854374
  15.25206  15.25291    0.0241   8198665  20018536   5851094
  15.25150  15.25235    0.0241   8189825  20002136   5849064
  15.25094  15.25178    0.0241   8186205  19995336   5844664
  15.25039  15.25120    0.0241   8181755  19982936   5843094
  15.24983  15.25063    0.0241   8180335  19985336   5844664
  15.24928  15.25007    0.0241   8195955  20025536   5857994
  15.24872  15.24952    0.0241   8209845  20066736   5868754
  15.24817  15.24896    0.0241   8228785  20114836   5884814
  15.24761  15.24841    0.0241   8235695  20135736   5892504
  15.24706  15.24787    0.0241   8250855  20173436   5903634
  15.24650  15.24732    0.0241   8253435  20186036   5908564
  15.24594  15.24676    0.0241   8259025  20202836   5914024
  15.24539  15.24619    0.0241   8261535  20211536   5915324
  15.24483  15.24563    0.0241   8266245  20231036   5921674
  15.24428  15.24507    0.0241   8263775  20225836   5924064
  15.24372  15.24452    0.0241   8267925  20238736   5929034
  15.24317  15.24399    0.0241   8267475  20241936   5929554
  15.24261  15.24346    0.0241   8269415  20251636   5930454
  15.24206  15.24293    0.0241   8260645  20230336   5926794
  15.24150  15.24238    0.0241   8260825  20233936   5929034
  15.24094  15.24181    0.0241   8263855  20244036   5933034
  15.24039  15.24123    0.0241   8253885  20228736   5928774
  15.23983  15.24066    0.0241   8248525  20217236   5925754
  15.23928  15.24010    0.0241   8244095  20209536   5925114
  15.23872  15.23954    0.0241   8244765  20214636   5926384
  15.23817  15.23899    0.0241   8234455  20193136   5921194
  15.23761  15.23844    0.0241   8232515  20193236   5924624
  15.23706  15.23788    0.0241   8229755  20188036   5922494
  15.23650  15.23733    0.0241   8228635  20193636   5922984
  15.23594  15.23677    0.0241   8221385  20173836   5919174
  15.23539  15.23620    0.0241   8217875  20173436   5919284
  15.23483  15.23563    0.0241   8213465  20165036   5918834
  15.23428  15.23506    0.0241   8210505  20161836   5918094
  15.23372  15.23451    0.0241   8201665  20146336   5913084
  15.23317  15.23398    0.0241   8194565  20129636   5910654
  15.23261  15.23344    0.0241   8186015  20110436   5904754
  15.23206  15.23291    0.0241   8177685  20097036   5901624
  15.23150  15.23235    0.0241   8169995  20078936   5896574
  15.23094  15.23177    0.0241   8161625  20061736   5893554
  15.23039  15.23119    0.0241   8154155  20043636   5889144
  15.22983  15.23062    0.0241   8151285  20050536   5891834
  15.22928  15.23006    0.0241   8152105  20048336   5891904
  15.22872  15.22950    0.0241   8155535  20062536   5896014
  15.22817  15.22895    0.0241   8174915  20113036   5911784
  15.22761  15.22839    0.0241   8194495  20160836   5926454
  15.22706  15.22784    0.0241   8204425  20196136   5935604
