   9809     AichiSR  BL5S1
 Ni_foil         22.08.30 11:24 - 22.08.30 11:26
                                                                                 
 Ring :   1.2 GeV   300.3 mA -  300.2 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 14.93709 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 4509
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        7410.46   8810.46        0.31       0.02      4511
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  4504.800  8764.000  8106.300
  15.33650  15.33735    0.0241   8322485  39386936  16146194
  15.33594  15.33680    0.0241   8315065  39355636  16135594
  15.33539  15.33623    0.0241   8309915  39335836  16133494
  15.33483  15.33566    0.0241   8298585  39283336  16109094
  15.33428  15.33510    0.0241   8283845  39212936  16079694
  15.33372  15.33455    0.0241   8266415  39134936  16047794
  15.33317  15.33402    0.0241   8239455  39010636  16000794
  15.33261  15.33349    0.0241   8227225  38958236  15979994
  15.33206  15.33296    0.0241   8208855  38883636  15955094
  15.33150  15.33240    0.0241   8209165  38878336  15954294
  15.33094  15.33183    0.0241   8207475  38883436  15958694
  15.33039  15.33126    0.0241   8218815  38938736  15980794
  15.32983  15.33069    0.0241   8222205  38967036  15994294
  15.32928  15.33013    0.0241   8230515  38999536  16011294
  15.32872  15.32957    0.0241   8243345  39072836  16039594
  15.32817  15.32902    0.0241   8249955  39102436  16051794
  15.32761  15.32847    0.0241   8258155  39148236  16073994
  15.32706  15.32792    0.0241   8260885  39159736  16078494
  15.32650  15.32737    0.0241   8262675  39162936  16080794
  15.32594  15.32682    0.0241   8253365  39133136  16073294
  15.32539  15.32626    0.0241   8240245  39075936  16049894
  15.32483  15.32569    0.0241   8239225  39072536  16047194
  15.32428  15.32513    0.0241   8225205  39010636  16029794
  15.32372  15.32458    0.0241   8227115  39015536  16028394
  15.32317  15.32405    0.0241   8222025  39005236  16026494
  15.32261  15.32352    0.0241   8220335  39001336  16025594
  15.32206  15.32299    0.0241   8236015  39084036  16057794
  15.32150  15.32244    0.0241   8257745  39186336  16104594
  15.32094  15.32186    0.0241   8270445  39262036  16137594
  15.32039  15.32129    0.0241   8279245  39301136  16157494
  15.31983  15.32071    0.0241   8286995  39345336  16174494
  15.31928  15.32015    0.0241   8293195  39372936  16186994
  15.31872  15.31958    0.0241   8298755  39417536  16209094
  15.31817  15.31903    0.0241   8299145  39411836  16206794
  15.31761  15.31847    0.0241   8305875  39448836  16226694
  15.31706  15.31792    0.0241   8302985  39441336  16224494
  15.31650  15.31737    0.0241   8306585  39457136  16229594
  15.31594  15.31681    0.0241   8307895  39471336  16240494
  15.31539  15.31624    0.0241   8303175  39452636  16238094
  15.31483  15.31567    0.0241   8308945  39484136  16247594
  15.31428  15.31510    0.0241   8299785  39450436  16235594
  15.31372  15.31455    0.0241   8303035  39451336  16238894
  15.31317  15.31401    0.0241   8292515  39424836  16227294
  15.31261  15.31348    0.0241   8292565  39417036  16224994
  15.31206  15.31295    0.0241   8289985  39412736  16224094
  15.31150  15.31239    0.0241   8285635  39388936  16216194
  15.31094  15.31181    0.0241   8277935  39366236  16209694
  15.31039  15.31123    0.0241   8275135  39348736  16204494
  15.30983  15.31066    0.0241   8278225  39364536  16212094
  15.30928  15.31010    0.0241   8266605  39329236  16196094
  15.30872  15.30954    0.0241   8268105  39331236  16202894
  15.30817  15.30898    0.0241   8264665  39308436  16192094
  15.30761  15.30843    0.0241   8258895  39298036  16186594
  15.30706  15.30788    0.0241   8251125  39268436  16178994
  15.30650  15.30734    0.0241   8248735  39250236  16175894
  15.30594  15.30678    0.0241   8240415  39226536  16165694
  15.30539  15.30621    0.0241   8228575  39175236  16143694
  15.30483  15.30564    0.0241   8222555  39148836  16134194
  15.30428  15.30508    0.0241   8211095  39105236  16118494
  15.30372  15.30453    0.0241   8210765  39086036  16109494
  15.30317  15.30400    0.0241   8199515  39053436  16099594
  15.30261  15.30347    0.0241   8198355  39055736  16100994
  15.30206  15.30294    0.0241   8200105  39058936  16102294
  15.30150  15.30239    0.0241   8205085  39087436  16117894
  15.30094  15.30182    0.0241   8229285  39199036  16164394
  15.30039  15.30124    0.0241   8242515  39269936  16197194
  15.29983  15.30067    0.0241   8258715  39347336  16233094
  15.29928  15.30011    0.0241   8262825  39392136  16250894
  15.29872  15.29956    0.0241   8268095  39408036  16258694
  15.29817  15.29900    0.0241   8277605  39454636  16281094
  15.29761  15.29845    0.0241   8280855  39477536  16293894
  15.29706  15.29791    0.0241   8280595  39492736  16299994
  15.29650  15.29736    0.0241   8283165  39493536  16300794
  15.29594  15.29681    0.0241   8287025  39528036  16318294
  15.29539  15.29624    0.0241   8286545  39521136  16317494
  15.29483  15.29568    0.0241   8288585  39543236  16329594
  15.29428  15.29512    0.0241   8285265  39524336  16322194
  15.29372  15.29456    0.0241   8286055  39538136  16329294
  15.29317  15.29403    0.0241   8286765  39550036  16336194
  15.29261  15.29350    0.0241   8277855  39504336  16319994
  15.29206  15.29296    0.0241   8280295  39521236  16326994
  15.29150  15.29241    0.0241   8274385  39494636  16317794
  15.29094  15.29183    0.0241   8272135  39488236  16313794
  15.29039  15.29125    0.0241   8265785  39463736  16307394
  15.28983  15.29067    0.0241   8265075  39474436  16310494
  15.28928  15.29011    0.0241   8260945  39447936  16302794
  15.28872  15.28955    0.0241   8258975  39437936  16301894
  15.28817  15.28899    0.0241   8259985  39449536  16309894
  15.28761  15.28844    0.0241   8253705  39428436  16300594
  15.28706  15.28789    0.0241   8251115  39418736  16297494
  15.28650  15.28734    0.0241   8244545  39389536  16285094
  15.28594  15.28678    0.0241   8242895  39385636  16286394
  15.28539  15.28620    0.0241   8229835  39337436  16270294
  15.28483  15.28563    0.0241   8224905  39312436  16261094
  15.28428  15.28507    0.0241   8218245  39292636  16249794
  15.28372  15.28452    0.0241   8207585  39238036  16232394
  15.28317  15.28398    0.0241   8198875  39198636  16214094
  15.28261  15.28345    0.0241   8195365  39181336  16209594
  15.28206  15.28292    0.0241   8193605  39172436  16207494
  15.28150  15.28236    0.0241   8185445  39156736  16200094
  15.28094  15.28179    0.0241   8191655  39186236  16214794
  15.28039  15.28121    0.0241   8207405  39268636  16250694
  15.27983  15.28064    0.0241   8227885  39360836  16293694
  15.27928  15.28007    0.0241   8241585  39424136  16318894
  15.27872  15.27952    0.0241   8246565  39465336  16341094
  15.27817  15.27897    0.0241   8261775  39535336  16367594
  15.27761  15.27841    0.0241   8259385  39530636  16370194
  15.27706  15.27787    0.0241   8267315  39571236  16384594
  15.27650  15.27732    0.0241   8268515  39586236  16397294
  15.27594  15.27676    0.0241   8274035  39607436  16407194
  15.27539  15.27620    0.0241   8274915  39623136  16415494
  15.27483  15.27563    0.0241   8273675  39632236  16419094
  15.27428  15.27506    0.0241   8274155  39631336  16421194
  15.27372  15.27452    0.0241   8270385  39611236  16410894
  15.27317  15.27398    0.0241   8275735  39642636  16429694
  15.27261  15.27346    0.0241   8269215  39625636  16424594
  15.27206  15.27293    0.0241   8265935  39612636  16423194
  15.27150  15.27237    0.0241   8259915  39589036  16412894
  15.27094  15.27180    0.0241   8259915  39590936  16413694
  15.27039  15.27122    0.0241   8255605  39568636  16404594
  15.26983  15.27066    0.0241   8250825  39559836  16401694
  15.26928  15.27010    0.0241   8248585  39547436  16399694
  15.26872  15.26954    0.0241   8240645  39515036  16390094
  15.26817  15.26899    0.0241   8239305  39523236  16390794
  15.26761  15.26844    0.0241   8235525  39501836  16386694
  15.26706  15.26789    0.0241   8236825  39506336  16384594
  15.26650  15.26735    0.0241   8225845  39466436  16372794
  15.26594  15.26679    0.0241   8221985  39444536  16365694
  15.26539  15.26622    0.0241   8220415  39452436  16368094
  15.26483  15.26564    0.0241   8208965  39381036  16344394
  15.26428  15.26508    0.0241   8203735  39383336  16342294
  15.26372  15.26453    0.0241   8192035  39322836  16320194
  15.26317  15.26399    0.0241   8184205  39296536  16310594
  15.26261  15.26346    0.0241   8173895  39238936  16289294
  15.26206  15.26292    0.0241   8163795  39203636  16276794
  15.26150  15.26236    0.0241   8160315  39190236  16269294
  15.26094  15.26179    0.0241   8155375  39179836  16268094
  15.26039  15.26121    0.0241   8157135  39182036  16270594
  15.25983  15.26064    0.0241   8166675  39235536  16294194
  15.25928  15.26007    0.0241   8185815  39322836  16334094
  15.25872  15.25951    0.0241   8196485  39385136  16358594
  15.25817  15.25896    0.0241   8209835  39455036  16390494
  15.25761  15.25840    0.0241   8216295  39485936  16406094
  15.25706  15.25785    0.0241   8216755  39502036  16414894
  15.25650  15.25730    0.0241   8226145  39540336  16431594
  15.25594  15.25674    0.0241   8225615  39548736  16432094
  15.25539  15.25617    0.0241   8228455  39558636  16444194
  15.25483  15.25560    0.0241   8229245  39565936  16442994
  15.25428  15.25504    0.0241   8234775  39598436  16462294
  15.25372  15.25449    0.0241   8227255  39570536  16450994
  15.25317  15.25395    0.0241   8228575  39577936  16457194
  15.25261  15.25342    0.0241   8229585  39585836  16458994
  15.25206  15.25289    0.0241   8229085  39590236  16460594
  15.25150  15.25233    0.0241   8224945  39568136  16454694
  15.25094  15.25176    0.0241   8219075  39553836  16452294
  15.25039  15.25118    0.0241   8220235  39560736  16454694
  15.24983  15.25061    0.0241   8215285  39533536  16446894
  15.24928  15.25005    0.0241   8213685  39533036  16446194
  15.24872  15.24950    0.0241   8208635  39505636  16439494
  15.24817  15.24894    0.0241   8208745  39518136  16444294
  15.24761  15.24839    0.0241   8203925  39497636  16438794
  15.24706  15.24785    0.0241   8195735  39470436  16429194
  15.24650  15.24730    0.0241   8197145  39485836  16432994
  15.24594  15.24674    0.0241   8194315  39463936  16429794
  15.24539  15.24617    0.0241   8188705  39443836  16418894
  15.24483  15.24561    0.0241   8183575  39430736  16419594
  15.24428  15.24505    0.0241   8176655  39392436  16401794
  15.24372  15.24450    0.0241   8166935  39358436  16391394
  15.24317  15.24397    0.0241   8161515  39327936  16379794
  15.24261  15.24344    0.0241   8149315  39277736  16357794
  15.24206  15.24291    0.0241   8141615  39240836  16345094
  15.24150  15.24236    0.0241   8129765  39190436  16327194
  15.24094  15.24178    0.0241   8118645  39149436  16309994
  15.24039  15.24121    0.0241   8124455  39168336  16318694
  15.23983  15.24064    0.0241   8114505  39128436  16302994
  15.23928  15.24008    0.0241   8122095  39167536  16324494
  15.23872  15.23953    0.0241   8141085  39263736  16362894
  15.23817  15.23897    0.0241   8151195  39336436  16396194
  15.23761  15.23842    0.0241   8169705  39421436  16429994
  15.23706  15.23787    0.0241   8172725  39436136  16440794
  15.23650  15.23732    0.0241   8186045  39502236  16468694
  15.23594  15.23676    0.0241   8190045  39524236  16480694
  15.23539  15.23618    0.0241   8191985  39542436  16487894
  15.23483  15.23561    0.0241   8190795  39545536  16494294
  15.23428  15.23504    0.0241   8199215  39574236  16508094
  15.23372  15.23449    0.0241   8202095  39598736  16515694
  15.23317  15.23396    0.0241   8200475  39596736  16521794
  15.23261  15.23343    0.0241   8199775  39611736  16525294
