   9809     AichiSR  BL5S1
 220623-alpha-F  22.06.23 14:36 - 22.06.23 14:38
                                                                                 
 Ring :   1.2 GeV     0.0 mA -    0.0 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 16.23064 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 4600
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        6813.26   8213.26        0.30       0.02      4602
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  4431.900  9572.100  8149.900
  16.65417  16.65457    0.0235  16248068   2458998   4964220
  16.65353  16.65393    0.0235  16265268   2462258   4972700
  16.65289  16.65332    0.0235  16242868   2459378   4967890
  16.65225  16.65270    0.0235  16219768   2456188   4963000
  16.65161  16.65207    0.0235  16231568   2459188   4971100
  16.65097  16.65142    0.0235  16225468   2458328   4968500
  16.65033  16.65076    0.0235  16205768   2456488   4965520
  16.64969  16.65011    0.0235  16207368   2457088   4968610
  16.64906  16.64946    0.0235  16213468   2458328   4971140
  16.64842  16.64882    0.0235  16225368   2461398   4978670
  16.64778  16.64817    0.0235  16237468   2463068   4982100
  16.64714  16.64753    0.0235  16276868   2469888   4998380
  16.64650  16.64690    0.0235  16311368   2474878   5009810
  16.64586  16.64625    0.0235  16314068   2476598   5013630
  16.64522  16.64559    0.0235  16338668   2480738   5021730
  16.64458  16.64494    0.0235  16356468   2483888   5029840
  16.64394  16.64429    0.0235  16376468   2487318   5037980
  16.64331  16.64367    0.0235  16386368   2489628   5042720
  16.64267  16.64305    0.0235  16389768   2490118   5045740
  16.64203  16.64244    0.0235  16417968   2494808   5057620
  16.64139  16.64180    0.0235  16419168   2496278   5060640
  16.64075  16.64114    0.0235  16423368   2497018   5062440
  16.64011  16.64049    0.0235  16430768   2498948   5067480
  16.63947  16.63985    0.0235  16428968   2499088   5068440
  16.63883  16.63921    0.0235  16442568   2501818   5075740
  16.63819  16.63857    0.0235  16433668   2501018   5074170
  16.63756  16.63793    0.0235  16440168   2502178   5078940
  16.63692  16.63730    0.0235  16438468   2502848   5079250
  16.63628  16.63666    0.0235  16425768   2501678   5076840
  16.63564  16.63601    0.0235  16433068   2503268   5082200
  16.63500  16.63536    0.0235  16428768   2503288   5082840
  16.63436  16.63471    0.0235  16423868   2503308   5084760
  16.63372  16.63408    0.0235  16422568   2503538   5085640
  16.63308  16.63346    0.0235  16420868   2504018   5086430
  16.63244  16.63286    0.0235  16427068   2505408   5091410
  16.63181  16.63224    0.0235  16410068   2503018   5086820
  16.63117  16.63159    0.0235  16404468   2503118   5087810
  16.63053  16.63094    0.0235  16406868   2503788   5092820
  16.62989  16.63029    0.0235  16396768   2502738   5090910
  16.62925  16.62965    0.0235  16385068   2501278   5087660
  16.62861  16.62901    0.0235  16363168   2499158   5084030
  16.62797  16.62837    0.0235  16357868   2499598   5085250
  16.62733  16.62774    0.0235  16348468   2498318   5082570
  16.62669  16.62711    0.0235  16322668   2494788   5078070
  16.62606  16.62647    0.0235  16321368   2495678   5079820
  16.62542  16.62582    0.0235  16306968   2493788   5077420
  16.62478  16.62515    0.0235  16311368   2495088   5081470
  16.62414  16.62451    0.0235  16317868   2496788   5086090
  16.62350  16.62387    0.0235  16324268   2498298   5090800
  16.62286  16.62326    0.0235  16359268   2503858   5100880
  16.62222  16.62265    0.0235  16384268   2508348   5110820
  16.62158  16.62202    0.0235  16409068   2512208   5120870
  16.62094  16.62136    0.0235  16412768   2513568   5123620
  16.62031  16.62070    0.0235  16420968   2515388   5130540
  16.61967  16.62005    0.0235  16456468   2521708   5141850
  16.61903  16.61941    0.0235  16452168   2521308   5142850
  16.61839  16.61877    0.0235  16455168   2521818   5145210
  16.61775  16.61813    0.0235  16472868   2525668   5155500
  16.61711  16.61749    0.0235  16473068   2526768   5155190
  16.61647  16.61686    0.0235  16477268   2528168   5159770
